player,nation,position,age,90s_played,shot_creating_actions,shot_creating_actions_per_90,live_passes_sca,dead_passes_sca,take_ons_sca,shots_sca,fouls_drawn_sca,def_sca,goal_creating_actions,gca_per_ninety,live_passes_gca,dead_passes_gca,take_ons_gca,shots_gca,fouls_drawn_gca,def_gca
Kerkez,HUN,DF,21,35.2,77,2.19,62,4,1,2,5,3,9,0.26,7,0,1,0,0,1
Semenyo,GHA,FW,25,33.6,127,3.78,82,4,19,15,5,2,13,0.39,7,1,2,1,2,0
Zabarnyi,UKR,DF,22,32.5,28,0.86,25,1,0,0,0,2,0,0.0,0,0,0,0,0,0
Cook,ENG,"MF,DF",28,32.3,88,2.73,68,18,0,2,0,0,5,0.15,2,1,0,2,0,0
Arrizabalaga,ESP,GK,30,29.0,4,0.14,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Kluivert,NED,"MF,FW",26,24.5,97,3.96,71,8,6,6,5,1,11,0.45,10,0,0,0,1,0
Christie,SCO,MF,30,23.5,85,3.62,72,7,0,3,2,1,9,0.38,8,1,0,0,0,0
Evanilson,BRA,FW,25,23.9,56,2.35,35,0,3,9,9,0,8,0.34,2,0,1,1,4,0
Huijsen,ESP,DF,20,25.8,42,1.63,39,1,0,1,1,0,3,0.12,3,0,0,0,0,0
Ouattara,BFA,FW,23,22.3,72,3.23,57,0,3,10,1,1,6,0.27,4,0,1,1,0,0
Adams,USA,MF,26,19.8,38,1.92,33,0,0,1,0,4,4,0.2,3,0,0,0,0,1
Tavernier,ENG,"FW,MF",26,19.6,88,4.5,61,12,3,8,4,0,11,0.56,5,3,0,2,1,0
Smith,ENG,DF,34,16.4,20,1.22,15,1,1,0,2,1,2,0.12,1,0,0,0,1,0
Senesi,ARG,DF,28,11.4,16,1.4,16,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Brooks,WAL,"FW,MF",27,9.5,39,4.11,33,3,2,1,0,0,2,0.21,1,0,0,1,0,0
Scott,ENG,MF,21,8.4,29,3.46,19,2,0,2,3,3,2,0.24,2,0,0,0,0,0
Hill,ENG,DF,23,5.0,8,1.61,5,2,0,0,0,1,1,0.2,1,0,0,0,0,0
Araujo,MEX,DF,23,4.8,4,0.84,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Travers,IRL,GK,25,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ünal,TUR,"FW,MF",28,3.8,9,2.35,6,0,0,2,1,0,3,0.78,2,0,0,0,1,0
Neto,BRA,GK,35,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sinisterra,COL,"FW,MF",25,2.6,14,5.29,11,0,1,2,0,0,1,0.38,1,0,0,0,0,0
Billing,DEN,MF,28,2.0,16,7.83,13,0,0,1,0,2,0,0.0,0,0,0,0,0,0
Aarons,ENG,DF,25,1.0,2,2.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jebbison,ENG,FW,21,0.9,5,5.42,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Winterburn,ENG,"FW,MF",20,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Soler,ARG,FW,20,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rees-Dottin,ENG,FW,19,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Silcott-Duberry,MSR,FW,19,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
