Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches
Bart Verbruggen,nl NED,GK,23-149,21.0,4,0.19,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jan Paul van Hecke,nl NED,DF,25-220,20.0,23,1.15,19,0,0,3,0,1,4,0.2,3,0,0,1,0,0,Matches
Lewis Dunk,eng ENG,DF,34-054,19.5,16,0.82,14,0,0,1,1,0,2,0.1,1,0,0,1,0,0,Matches
Yankuba Minteh,gm GAM,FW,21-176,17.1,64,3.74,38,5,13,4,3,1,10,0.58,4,0,3,1,2,0,Matches
Ferdi Kadioglu,tr TUR,"DF,FW",26-099,17.8,46,2.58,37,6,1,2,0,0,1,0.06,1,0,0,0,0,0,Matches
Yasin Ayari,se SWE,MF,22-100,16.9,36,2.13,23,5,1,5,2,0,5,0.3,3,0,0,2,0,0,Matches
Georginio Rutter,fr FRA,"MF,FW",23-269,14.9,44,2.96,31,0,3,5,5,0,7,0.47,5,0,0,1,1,0,Matches
Diego Gómez,py PAR,"MF,FW",22-293,14.1,39,2.76,29,0,2,3,2,3,0,0.0,0,0,0,0,0,0,Matches
Carlos Baleba,cm CMR,MF,22-011,10.0,9,0.9,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Mats Wieffer,nl NED,DF,26-059,13.1,33,2.51,27,3,1,2,0,0,5,0.38,4,0,0,1,0,0,Matches
Danny Welbeck,eng ENG,FW,35-049,12.5,26,2.09,18,0,2,4,1,1,2,0.16,1,0,0,1,0,0,Matches
Maxim De Cuyper,be BEL,"DF,FW",25-023,10.9,33,3.03,24,7,0,0,1,1,1,0.09,1,0,0,0,0,0,Matches
Kaoru Mitoma,jp JPN,FW,28-239,8.3,22,2.65,19,0,3,0,0,0,2,0.24,1,0,1,0,0,0,Matches
Brajan Gruda,de GER,"MF,FW",21-228,7.3,33,4.55,21,2,6,0,4,0,2,0.28,1,0,1,0,0,0,Matches
Jack Hinshelwood,eng ENG,"MF,DF",20-278,6.6,5,0.76,5,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
Joël Veltman,nl NED,DF,33-364,6.5,11,1.69,8,2,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
James Milner,eng ENG,MF,40-010,3.4,9,2.63,7,2,0,0,0,0,1,0.29,0,1,0,0,0,0,Matches
Diego Coppola,it ITA,DF,22-017,2.2,3,1.4,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matt O'Riley,dk DEN,MF,25-054,2.0,4,2.03,2,1,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Olivier Boscagli,fr FRA,DF,28-057,1.6,4,2.52,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Charalampos Kostoulas,gr GRE,"FW,MF",18-229,2.0,8,4.09,3,0,1,3,0,1,1,0.51,0,0,0,1,0,0,Matches
Stefanos Tzimas,gr GRE,"FW,MF",20-008,1.5,6,3.88,3,1,0,2,0,0,1,0.65,0,0,0,1,0,0,Matches
Pascal Groß,de GER,MF,34-213,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tom Watson,eng ENG,FW,19-281,0.7,1,1.43,1,0,0,0,0,0,1,1.43,1,0,0,0,0,0,Matches
Joe Knight,eng ENG,MF,20-115,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nehemiah Oriola,eng ENG,MF,18-217,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,25.9,21.0,479,22.81,348,34,34,34,20,9,46,2.19,27,1,5,10,3,0,
Opponent Total,,,26.7,21.0,468,22.29,320,42,38,32,21,15,41,1.95,24,4,2,6,3,2,
