Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches
João Gomes,br BRA,MF,24-336,17.7,34,1.92,29,1,2,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Ladislav Krejčí,cz CZE,"DF,MF",26-269,15.4,22,1.42,19,0,0,3,0,0,5,0.32,4,0,0,1,0,0,Matches
André,br BRA,MF,24-182,15.8,25,1.58,13,7,1,1,3,0,0,0.0,0,0,0,0,0,0,Matches
Jørgen Strand Larsen,no NOR,FW,25-342,14.6,15,1.03,10,0,2,1,2,0,1,0.07,1,0,0,0,0,0,Matches
Jhon Arias,co COL,"FW,MF",28-115,11.6,27,2.32,18,4,2,1,0,2,2,0.17,2,0,0,0,0,0,Matches
Hugo Bueno,es ESP,"DF,MF",23-118,12.9,36,2.79,28,4,1,2,1,0,1,0.08,1,0,0,0,0,0,Matches
Sam Johnstone,eng ENG,GK,32-295,12.0,4,0.33,0,4,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Toti Gomes,pt POR,DF,26-363,10.5,7,0.66,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Santiago Bueno,uy URU,DF,27-066,11.4,15,1.32,12,0,0,0,3,0,2,0.18,1,0,0,0,1,0,Matches
Emmanuel Agbadou,ci CIV,DF,28-211,11.2,9,0.8,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hwang Hee-chan,kr KOR,"FW,MF",29-353,9.8,17,1.73,14,2,0,0,1,0,1,0.1,1,0,0,0,0,0,Matches
Jackson Tchatchoua,cm CMR,"DF,MF",24-122,12.3,17,1.38,16,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Yerson Mosquera,co COL,DF,24-257,9.6,12,1.25,8,2,0,1,0,1,1,0.1,1,0,0,0,0,0,Matches
Marshall Munetsi,zw ZIM,"MF,FW",29-206,9.7,10,1.03,9,0,0,0,0,1,2,0.21,2,0,0,0,0,0,Matches
José Sá,pt POR,GK,32-362,9.0,3,0.33,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jean-Ricner Bellegarde,ht HAI,"MF,FW",27-201,7.7,13,1.7,8,2,0,1,2,0,1,0.13,1,0,0,0,0,0,Matches
David Møller Wolfe,no NOR,"DF,MF",23-266,7.9,11,1.4,10,0,0,1,0,0,2,0.25,2,0,0,0,0,0,Matches
Matt Doherty,ie IRL,DF,33-363,6.6,8,1.2,6,0,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Tolu Arokodare,ng NGA,FW,25-052,7.5,13,1.74,9,0,0,3,0,1,2,0.27,1,0,0,1,0,0,Matches
Ki-Jana Hoever,nl NED,"DF,MF",23-361,4.7,8,1.69,7,1,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
Mateus Mane,pt POR,MF,18-120,5.0,13,2.59,11,0,0,1,1,0,4,0.8,3,0,0,0,1,0,Matches
Rodrigo Gomes,pt POR,"FW,DF",22-191,3.7,10,2.7,5,0,2,1,2,0,0,0.0,0,0,0,0,0,0,Matches
Fer López,es ESP,"MF,FW",21-235,2.6,9,3.45,6,1,0,0,2,0,1,0.38,1,0,0,0,0,0,Matches
Tawanda Chirewa,zw ZIM,"MF,FW",22-095,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sasa Kalajdzic,at AUT,FW,28-191,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pedro Lima,br BRA,MF,19-197,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.7,21.0,338,16.1,254,31,11,17,18,7,26,1.24,22,0,0,2,2,0,
Opponent Total,,,26.7,21.0,494,23.52,373,42,19,33,21,6,65,3.1,52,0,5,5,1,2,
