Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches
Trevoh Chalobah,eng ENG,DF,26-193,19.3,17,0.88,14,0,1,2,0,0,1,0.05,1,0,0,0,0,0,Matches
Robert Sánchez,es ESP,GK,28-057,19.0,6,0.32,6,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Enzo Fernández,ar ARG,MF,24-362,18.9,66,3.49,54,5,1,2,3,1,6,0.32,2,2,1,1,0,0,Matches
Pedro Neto,pt POR,FW,25-311,18.2,63,3.46,44,8,4,4,2,1,6,0.33,4,1,1,0,0,0,Matches
Marc Cucurella,es ESP,DF,27-176,16.9,38,2.24,31,1,1,2,1,2,5,0.3,5,0,0,0,0,0,Matches
João Pedro,br BRA,"FW,MF",24-110,16.9,40,2.36,33,0,2,4,1,0,4,0.24,2,0,0,2,0,0,Matches
Moisés Caicedo,ec ECU,MF,24-073,14.9,36,2.41,31,0,0,2,0,3,6,0.4,5,0,0,0,0,1,Matches
Reece James,eng ENG,"DF,MF",26-037,15.2,41,2.7,24,12,1,1,2,1,7,0.46,4,3,0,0,0,0,Matches
Malo Gusto,fr FRA,"DF,MF",22-240,13.6,36,2.66,31,0,1,1,0,3,4,0.3,4,0,0,0,0,0,Matches
Alejandro Garnacho,ar ARG,FW,21-197,8.5,31,3.67,24,0,3,0,2,2,5,0.59,4,0,1,0,0,0,Matches
Wesley Fofana,fr FRA,DF,25-028,8.4,3,0.36,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
Cole Palmer,eng ENG,"MF,FW",23-253,7.4,28,3.79,20,0,2,3,2,1,3,0.41,2,0,0,0,1,0,Matches
Estêvão Willian,br BRA,FW,18-265,6.8,32,4.72,21,0,7,3,1,0,5,0.74,1,0,2,1,1,0,Matches
Liam Delap,eng ENG,FW,22-340,6.4,7,1.1,5,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Tosin Adarabioyo,eng ENG,DF,28-112,7.2,4,0.55,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Joshua Acheampong,eng ENG,DF,19-254,5.2,1,0.19,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Andrey Santos,br BRA,MF,21-256,5.8,17,2.95,16,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Jamie Gittens,eng ENG,FW,21-159,5.0,21,4.17,14,0,3,4,0,0,3,0.6,2,0,1,0,0,0,Matches
Benoît Badiashile,fr FRA,DF,24-294,3.7,2,0.54,2,0,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches
Jorrel Hato,nl NED,DF,19-313,2.9,2,0.69,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marc Guiu,es ESP,FW,20-010,2.6,7,2.64,4,0,1,1,1,0,3,1.13,1,0,1,0,1,0,Matches
Filip Jørgensen,dk DEN,GK,23-273,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Roméo Lavia,be BEL,MF,22-008,1.2,2,1.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Facundo Buonanotte,ar ARG,MF,21-022,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tyrique George,eng ENG,FW,19-344,1.6,4,2.48,3,0,0,1,0,0,2,1.24,1,0,0,1,0,0,Matches
Squad Total,,,24.7,21.0,506,24.1,390,26,27,34,15,14,63,3.0,41,6,7,5,3,1,
Opponent Total,,,27.0,21.0,387,18.43,283,33,16,31,18,6,37,1.76,24,4,2,7,0,0,
