Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches
Erling Haaland,no NOR,FW,25-177,20.2,28,1.38,17,0,4,6,1,0,6,0.3,4,0,1,1,0,0,Matches
Rúben Dias,pt POR,DF,28-245,19.0,13,0.69,12,0,0,1,0,0,3,0.16,3,0,0,0,0,0,Matches
Gianluigi Donnarumma,it ITA,GK,26-323,18.0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Phil Foden,eng ENG,MF,25-231,17.4,74,4.25,42,19,4,7,2,0,7,0.4,5,2,0,0,0,0,Matches
Matheus Nunes,pt POR,DF,27-140,17.5,30,1.71,30,0,0,0,0,0,3,0.17,3,0,0,0,0,0,Matches
Bernardo Silva,pt POR,MF,31-157,16.6,32,1.93,28,3,1,0,0,0,4,0.24,4,0,0,0,0,0,Matches
Nico O’Reilly,eng ENG,DF,20-299,16.4,25,1.52,21,0,1,3,0,0,3,0.18,2,0,0,1,0,0,Matches
Tijjani Reijnders,nl NED,MF,27-169,14.8,38,2.56,32,3,0,1,1,1,4,0.27,4,0,0,0,0,0,Matches
Nicolás González,es ESP,MF,24-011,14.8,32,2.16,26,0,0,3,2,1,4,0.27,4,0,0,0,0,0,Matches
Joško Gvardiol,hr CRO,DF,23-356,14.5,26,1.8,23,1,1,1,0,0,6,0.41,6,0,0,0,0,0,Matches
Jeremy Doku,be BEL,"MF,FW",23-232,12.1,89,7.36,60,0,18,5,2,4,10,0.83,5,0,2,0,1,2,Matches
Rayan Cherki,fr FRA,"MF,FW",22-150,9.3,58,6.21,39,7,8,3,1,0,12,1.29,10,0,2,0,0,0,Matches
Sávio,br BRA,"MF,FW",21-279,6.0,23,3.83,13,1,5,3,1,0,3,0.5,1,0,1,0,1,0,Matches
Oscar Bobb,no NOR,"MF,FW",22-186,5.2,22,4.23,16,0,5,0,1,0,3,0.58,2,0,1,0,0,0,Matches
Rodri,es ESP,MF,29-206,5.1,15,2.97,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Abdukodir Khusanov,uz UZB,DF,21-319,4.2,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
John Stones,eng ENG,DF,31-231,3.9,3,0.76,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nathan Aké,nl NED,DF,30-330,4.5,6,1.35,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
James Trafford,eng ENG,GK,23-096,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rayan Aït-Nouri,dz ALG,DF,24-222,2.3,5,2.21,5,0,0,0,0,0,1,0.44,1,0,0,0,0,0,Matches
Rico Lewis,eng ENG,"DF,MF",21-054,2.5,9,3.57,9,0,0,0,0,0,2,0.79,2,0,0,0,0,0,Matches
Omar Marmoush,eg EGY,"FW,MF",26-341,2.3,8,3.41,4,0,2,1,1,0,2,0.85,1,0,1,0,0,0,Matches
Max Alleyne,eng ENG,DF,20-177,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Divine Mukasa,eng ENG,MF,18-145,0.2,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mateo Kovačić,hr CRO,MF,31-253,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,25.8,21.0,540,25.71,405,34,49,34,12,6,73,3.48,57,2,8,2,2,2,
Opponent Total,,,26.6,21.0,324,15.43,237,20,17,24,13,13,29,1.38,21,1,2,4,0,1,
