Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches
Bernd Leno,de GER,GK,33-316,21.0,1,0.05,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Joachim Andersen,dk DEN,DF,29-228,19.5,23,1.18,18,1,0,3,0,1,1,0.05,1,0,0,0,0,0,Matches
Sander Berge,no NOR,MF,27-334,19.1,39,2.04,37,0,0,2,0,0,3,0.16,2,0,0,1,0,0,Matches
Harry Wilson,wls WAL,"FW,MF",28-298,16.6,43,2.59,28,5,2,6,2,0,7,0.42,5,1,1,0,0,0,Matches
Kenny Tete,nl NED,DF,30-097,14.9,21,1.41,17,0,1,1,2,0,1,0.07,0,0,0,0,1,0,Matches
Alex Iwobi,ng NGA,"MF,FW",29-256,14.8,41,2.78,34,5,1,1,0,0,3,0.2,3,0,0,0,0,0,Matches
Raúl Jiménez,mx MEX,FW,34-254,14.6,29,1.99,24,0,1,4,0,0,5,0.34,4,0,0,1,0,0,Matches
Calvin Bassey,ng NGA,DF,26-014,15.1,16,1.06,15,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Saša Lukić,rs SRB,MF,29-154,12.7,33,2.59,19,9,0,2,2,1,3,0.24,1,1,0,1,0,0,Matches
Ryan Sessegnon,eng ENG,DF,25-241,12.5,22,1.76,19,1,0,1,0,1,1,0.08,1,0,0,0,0,0,Matches
Joshua King,eng ENG,"MF,FW",19-011,9.7,22,2.28,15,0,4,1,2,0,2,0.21,2,0,0,0,0,0,Matches
Emile Smith Rowe,eng ENG,MF,25-170,10.2,23,2.26,20,0,0,3,0,0,3,0.3,2,0,0,1,0,0,Matches
Timothy Castagne,be BEL,"DF,FW",30-040,8.5,19,2.22,14,2,0,3,0,0,1,0.12,1,0,0,0,0,0,Matches
Jorge Cuenca,es ESP,DF,26-058,6.4,4,0.63,4,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
Kevin,br BRA,"FW,MF",23-010,7.9,31,3.9,23,2,4,1,1,0,2,0.25,1,0,0,0,1,0,Matches
Antonee Robinson,us USA,DF,28-159,6.5,26,3.99,25,1,0,0,0,0,4,0.61,3,1,0,0,0,0,Matches
Issa Diop,fr FRA,DF,29-005,4.6,1,0.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrigo Muniz,br BRA,FW,24-255,3.9,3,0.77,2,0,0,0,1,0,1,0.26,1,0,0,0,0,0,Matches
Tom Cairney,sct SCO,MF,34-359,4.5,10,2.21,9,0,0,1,0,0,1,0.22,1,0,0,0,0,0,Matches
Samuel Chukwueze,ng NGA,FW,26-237,4.4,24,5.43,17,0,5,2,0,0,5,1.13,4,0,1,0,0,0,Matches
Adama Traoré,es ESP,"FW,MF",29-354,3.0,5,1.64,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jonah Kusi-Asare,se SWE,FW,18-194,0.3,1,3.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Harrison Reed,eng ENG,MF,30-352,0.2,2,10.59,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,21.0,439,20.9,347,28,20,31,10,3,44,2.1,33,3,2,4,2,0,
Opponent Total,,,26.5,21.0,404,19.24,298,37,18,26,15,10,44,2.1,32,3,2,5,1,1,
