player,nation,position,age,90s_played,goals,total_shots,shots_on_target,shots_on_target_percent,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_from_fks,pk_scored,pk_attempted,xG,npxG,npxG_per_shot,goals_xG_diff,np_goals_npxG_diff
Bruno Guimarães,BRA,MF,26,36.3,5,45,13,28.9,1.24,0.36,0.11,0.38,16.4,0,0,0,4.3,4.3,0.1,0.7,0.7
Dan Burn,ENG,DF,32,37.0,1,23,7,30.4,0.62,0.19,0.04,0.14,9.7,0,0,0,2.0,2.0,0.09,-1.0,-1.0
Alexander Isak,SWE,FW,24,30.6,23,95,41,43.2,3.1,1.34,0.2,0.46,14.5,3,4,4,20.3,17.2,0.18,2.7,1.8
Fabian Schär,SUI,DF,32,32.6,4,40,11,27.5,1.23,0.34,0.1,0.36,19.8,5,0,0,3.7,3.7,0.09,0.3,0.3
Valentino Livramento,ENG,DF,21,31.6,0,6,2,33.3,0.19,0.06,0.0,0.0,19.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Jacob Murphy,ENG,FW,29,26.2,8,43,15,34.9,1.64,0.57,0.19,0.53,18.2,0,0,0,5.7,5.7,0.13,2.3,2.3
Joelinton,BRA,"MF,FW",27,26.6,4,45,13,28.9,1.69,0.49,0.09,0.31,14.0,0,0,0,3.9,3.9,0.09,0.1,0.1
Sandro Tonali,ITA,MF,24,29.2,4,35,12,34.3,1.2,0.41,0.11,0.33,19.6,3,0,0,4.4,4.4,0.13,-0.4,-0.4
Nick Pope,ENG,GK,32,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Anthony Gordon,ENG,"FW,MF",23,27.0,6,57,16,28.1,2.11,0.59,0.09,0.31,17.0,1,1,2,8.0,6.5,0.11,-2.0,-1.5
Lewis Hall,ENG,DF,19,24.3,0,11,1,9.1,0.45,0.04,0.0,0.0,18.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Harvey Barnes,ENG,FW,26,19.5,9,63,20,31.7,3.23,1.03,0.14,0.45,15.1,0,0,0,7.2,7.2,0.11,1.8,1.8
Kieran Trippier,ENG,DF,33,14.5,0,4,0,0.0,0.28,0.0,0.0,,23.6,2,0,0,0.1,0.1,0.03,-0.1,-0.1
Joe Willock,ENG,"MF,FW",24,12.1,0,18,3,16.7,1.49,0.25,0.0,0.0,15.1,0,0,0,1.6,1.6,0.09,-1.6,-1.6
Martin Dúbravka,SVK,GK,35,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sean Longstaff,ENG,MF,26,8.9,0,6,1,16.7,0.68,0.11,0.0,0.0,13.5,0,0,0,0.6,0.6,0.1,-0.6,-0.6
Sven Botman,NED,DF,24,4.6,0,5,2,40.0,1.09,0.44,0.0,0.0,7.1,0,0,0,0.5,0.5,0.12,-0.5,-0.5
Lloyd Kelly,ENG,DF,25,3.4,0,3,0,0.0,0.89,0.0,0.0,,7.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4
Callum Wilson,ENG,FW,32,4.1,0,6,1,16.7,1.46,0.24,0.0,0.0,15.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Emil Krafth,SWE,DF,29,3.8,0,1,0,0.0,0.26,0.0,0.0,,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Lewis Miley,ENG,MF,18,3.5,1,3,2,66.7,0.86,0.58,0.33,0.5,14.6,0,0,0,0.5,0.5,0.18,0.5,0.5
Miguel Almirón,PAR,FW,30,1.7,0,6,2,33.3,3.44,1.15,0.0,0.0,14.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5
William Osula,DEN,FW,20,1.5,1,4,1,25.0,2.69,0.67,0.25,1.0,13.5,0,0,0,0.2,0.2,0.04,0.8,0.8
Matt Targett,ENG,DF,28,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Squad Total,,,27,38.0,66,519,163,31.4,13.66,4.29,0.12,0.37,15.9,14,5,6,63.8,59.5,0.12,2.2,1.5
Opponent Total,,,26,38.0,45,471,159,33.8,12.39,4.18,0.09,0.28,16.7,7,1,2,45.5,44.0,0.1,-0.5,0.0
