player,nation,position,age,90s_played,goals,total_shots,shots_on_target,shots_on_target_percent,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_from_fks,pk_scored,pk_attempted,xG,npxG,npxG_per_shot,goals_xG_diff,np_goals_npxG_diff
Kerkez,HUN,DF,21,35.2,2,18,5,27.8,0.51,0.14,0.11,0.4,20.0,0,0,0,0.5,0.5,0.03,1.5,1.5
Semenyo,GHA,FW,25,33.6,9,120,38,31.7,3.57,1.13,0.08,0.24,17.1,0,0,0,9.5,9.5,0.08,-0.5,-0.5
Zabarnyi,UKR,DF,22,32.5,0,11,1,9.1,0.34,0.03,0.0,0.0,10.1,0,0,0,1.1,1.1,0.1,-1.1,-1.1
Cook,ENG,"MF,DF",28,32.3,1,14,4,28.6,0.43,0.12,0.07,0.25,23.4,1,0,0,0.9,0.9,0.07,0.1,0.1
Arrizabalaga,ESP,GK,30,29.0,0,1,0,0.0,0.03,0.0,0.0,,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Kluivert,NED,"MF,FW",26,24.5,12,53,22,41.5,2.16,0.9,0.11,0.27,20.4,0,6,6,10.0,5.3,0.1,2.0,0.7
Christie,SCO,MF,30,23.5,2,33,12,36.4,1.4,0.51,0.06,0.17,19.6,0,0,0,1.8,1.8,0.06,0.2,0.2
Evanilson,BRA,FW,25,23.9,10,68,31,45.6,2.85,1.3,0.15,0.32,13.0,0,0,1,11.7,11.0,0.16,-1.7,-1.0
Huijsen,ESP,DF,20,25.8,3,18,3,16.7,0.7,0.12,0.17,1.0,11.9,0,0,0,1.9,1.9,0.1,1.1,1.1
Ouattara,BFA,FW,23,22.3,7,62,20,32.3,2.78,0.9,0.11,0.35,13.5,1,0,0,8.4,8.4,0.14,-1.4,-1.4
Adams,USA,MF,26,19.8,0,8,2,25.0,0.4,0.1,0.0,0.0,16.1,0,0,0,1.6,1.6,0.19,-1.6,-1.6
Tavernier,ENG,"FW,MF",26,19.6,3,51,15,29.4,2.61,0.77,0.06,0.2,20.5,4,0,0,5.3,5.3,0.11,-2.3,-2.3
Smith,ENG,DF,34,16.4,0,3,0,0.0,0.18,0.0,0.0,,16.9,0,0,0,0.7,0.7,0.22,-0.7,-0.7
Senesi,ARG,DF,28,11.4,0,3,0,0.0,0.26,0.0,0.0,,7.9,0,0,0,0.8,0.8,0.28,-0.8,-0.8
Brooks,WAL,"FW,MF",27,9.5,2,22,10,45.5,2.32,1.06,0.09,0.2,16.8,0,0,0,2.2,2.2,0.1,-0.2,-0.2
Scott,ENG,MF,21,8.4,0,14,5,35.7,1.67,0.6,0.0,0.0,20.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Hill,ENG,DF,23,5.0,0,6,0,0.0,1.21,0.0,0.0,,13.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Araujo,MEX,DF,23,4.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Travers,IRL,GK,25,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ünal,TUR,"FW,MF",28,3.8,2,20,7,35.0,5.22,1.83,0.1,0.29,14.6,3,0,0,2.7,2.7,0.14,-0.7,-0.7
Neto,BRA,GK,35,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sinisterra,COL,"FW,MF",25,2.6,1,13,6,46.2,4.96,2.29,0.08,0.17,14.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2
Billing,DEN,MF,28,2.0,0,5,1,20.0,2.45,0.49,0.0,0.0,17.9,0,0,0,0.6,0.6,0.11,-0.6,-0.6
Aarons,ENG,DF,25,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jebbison,ENG,FW,21,0.9,0,3,1,33.3,3.25,1.08,0.0,0.0,8.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7
Winterburn,ENG,"FW,MF",20,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Soler,ARG,FW,20,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rees-Dottin,ENG,FW,19,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Silcott-Duberry,MSR,FW,19,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
