player,nation,position,age,90s_played,total_passes_completed,total_passes_attempted,pass_completion_percentage,total_passing_distance,progressive_passing_distance,short_passes_completed,short_passes_attempted,short_pass_completion_percentage,medium_passes_completed,medium_passes_attempted,medium_pass_completion_percentage,long_passes_completed,long_passes_attempted,long_pass_completion_percentage,assists,xAG,xA,assist_xAG_diff,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Guimarães,BRA,MF,27,34.3,1369,1666,82.2,22586,7340,678,748,90.6,542,621,87.3,107,187,57.2,6,5.8,5.2,0.2,48,164,74,6,257
Burn,ENG,DF,33,35.0,1677,1891,88.7,30507,10631,589,654,90.1,974,1029,94.7,101,164,61.6,1,0.9,1.1,0.1,9,44,7,0,63
Isak,SWE,FW,25,29.6,493,660,74.7,7082,1574,289,347,83.3,154,197,78.2,26,40,65.0,6,4.3,3.6,1.7,41,33,29,1,84
Schär,SUI,DF,33,30.6,1558,1863,83.6,31297,12101,540,585,92.3,828,893,92.7,181,350,51.7,0,0.4,1.0,-0.4,5,149,10,0,108
Livramento,ENG,DF,22,29.6,1317,1546,85.2,19463,6352,766,845,90.7,477,551,86.6,48,83,57.8,1,2.5,2.4,-1.5,23,102,26,5,150
Joelinton,BRA,"MF,FW",28,26.6,863,1043,82.7,12199,3384,529,603,87.7,277,320,86.6,33,55,60.0,3,2.5,2.3,0.5,23,80,17,2,116
Murphy,ENG,FW,30,24.8,644,938,68.7,9786,3249,383,455,84.2,204,300,68.0,42,99,42.4,12,8.8,6.1,3.2,41,52,40,15,77
Tonali,ITA,MF,25,27.2,1185,1411,84.0,18788,4816,624,692,90.2,435,498,87.3,83,131,63.4,2,1.4,2.1,0.6,22,96,27,5,117
Pope,ENG,GK,33,26.0,529,721,73.4,13548,8172,109,110,99.1,274,278,98.6,142,328,43.3,0,0.0,0.0,0.0,1,2,0,0,1
Gordon,ENG,FW,24,25.5,689,935,73.7,10615,3465,385,447,86.1,229,292,78.4,53,120,44.2,5,4.9,4.9,0.1,50,62,53,17,95
Hall,ENG,DF,20,24.3,1300,1592,81.7,21999,8891,653,715,91.3,525,617,85.1,104,202,51.5,4,4.3,3.7,-0.3,34,114,17,5,123
Barnes,ENG,FW,27,17.7,443,566,78.3,6200,1856,281,322,87.3,140,193,72.5,13,22,59.1,4,4.0,4.5,0.0,25,24,41,9,78
Trippier,ENG,DF,34,14.2,1000,1218,82.1,17045,5904,482,511,94.3,418,490,85.3,79,166,47.6,3,1.3,1.4,1.7,19,67,20,2,111
Willock,ENG,"MF,FW",25,11.4,281,341,82.4,4022,852,164,185,88.6,100,115,87.0,10,22,45.5,2,1.9,0.9,0.1,21,25,8,0,38
Dúbravka,SVK,GK,36,10.0,265,333,79.6,5932,3082,58,58,100.0,161,161,100.0,45,112,40.2,0,0.0,0.0,0.0,0,0,0,0,0
Longstaff,ENG,MF,27,8.9,295,349,84.5,4407,1175,161,185,87.0,111,120,92.5,15,22,68.2,0,0.2,0.2,-0.2,4,26,1,0,40
Kelly,ENG,DF,26,3.4,146,181,80.7,2636,867,57,65,87.7,78,87,89.7,10,24,41.7,1,0.5,0.1,0.5,2,6,1,1,9
Botman,NED,DF,25,3.2,152,174,87.4,2560,1016,68,81,84.0,70,72,97.2,8,13,61.5,0,0.1,0.1,-0.1,1,9,0,0,4
Krafth,SWE,DF,30,3.5,113,143,79.0,1809,755,54,66,81.8,49,57,86.0,6,11,54.5,0,0.1,0.0,-0.1,1,6,1,0,8
Wilson,ENG,FW,33,3.2,29,41,70.7,397,77,14,18,77.8,12,15,80.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,3
Miley,ENG,MF,19,3.2,150,170,88.2,2189,373,85,95,89.5,51,53,96.2,7,8,87.5,0,0.0,0.3,0.0,1,10,4,0,16
Almirón,PAR,FW,31,1.7,54,66,81.8,707,219,39,42,92.9,13,16,81.3,1,3,33.3,0,0.3,0.2,-0.3,3,3,1,0,6
Osula,DEN,FW,21,1.2,11,18,61.1,126,33,8,13,61.5,2,4,50.0,0,0,,0,0.1,0.0,-0.1,1,0,1,0,2
Targett,ENG,DF,29,0.2,14,15,93.3,187,49,9,10,90.0,4,4,100.0,1,1,100.0,0,0.0,0.1,0.0,0,0,1,1,0
