player_name,team,shot_creating_actions,shot_creating_actions_per_90,live_passes_sca,dead_passes_sca,take_ons_sca,shots_sca,fouls_drawn_sca,def_sca,goal_creating_actions,gca_per_ninety,live_passes_gca,dead_passes_gca,take_ons_gca,shots_gca,fouls_drawn_gca,def_gca
Luongo,Ipswich Town,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Godfrey,Ipswich Town,1,0.57,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ali Al Hamadi,Ipswich Town,8,5.37,4,0,3,0,1,0,0,0.0,0,0,0,0,0,0
Harness,Ipswich Town,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Edmundson,Ipswich Town,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Vardy,Leicester City,46,1.51,33,0,5,2,6,0,10,0.33,5,0,2,1,2,0
Justin,Leicester City,32,1.04,20,2,1,4,5,0,1,0.03,1,0,0,0,0,0
Faes,Leicester City,17,0.58,15,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Victor Bernth Kristiansen,Leicester City,41,1.54,32,6,1,0,2,0,3,0.11,3,0,0,0,0,0
Hermansen,Leicester City,3,0.11,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ndidi,Leicester City,29,1.17,27,0,1,1,0,0,3,0.12,3,0,0,0,0,0
Bilal El Khannouss,Leicester City,71,3.06,49,8,7,4,3,0,6,0.26,4,1,0,1,0,0
Soumaré,Leicester City,35,1.58,27,0,5,1,2,0,3,0.14,3,0,0,0,0,0
Winks,Leicester City,39,2.28,29,7,1,1,1,0,3,0.18,2,1,0,0,0,0
Coady,Leicester City,6,0.35,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ayew,Leicester City,36,2.18,22,8,2,3,0,1,2,0.12,1,0,0,1,0,0
Mavididi,Leicester City,50,2.78,39,2,4,2,2,1,7,0.39,6,0,1,0,0,0
Vestergaard,Leicester City,7,0.45,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Buonanotte,Leicester City,51,3.05,27,11,9,1,3,0,5,0.3,1,2,2,0,0,0
Okoli,Leicester City,4,0.32,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Thomas,Leicester City,14,1.33,10,3,0,0,0,1,1,0.09,1,0,0,0,0,0
Skipp,Leicester City,15,1.28,13,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Bobby De Cordova-Reid,Leicester City,13,1.57,8,0,0,3,2,0,3,0.36,1,0,0,1,1,0
Stolarczyk,Leicester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
McAteer,Leicester City,20,2.62,18,0,0,0,2,0,2,0.26,1,0,0,0,1,0
Abdul Fatawu Issahaku,Leicester City,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0
Daka,Leicester City,10,1.38,7,0,2,1,0,0,1,0.14,0,0,1,0,0,0
Pereira,Leicester City,3,0.79,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ward,Leicester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Choudhury,Leicester City,3,2.05,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Coulibaly,Leicester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Monga,Leicester City,1,1.36,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Édouard,Leicester City,2,6.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Evans,Leicester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alves,Leicester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Golding,Leicester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Virgil van Dijk,Liverpool,48,1.33,41,0,1,3,1,2,4,0.11,4,0,0,0,0,0
Salah,Liverpool,161,4.54,118,2,20,14,5,2,27,0.76,20,0,5,2,0,0
Gravenberch,Liverpool,65,1.95,57,0,5,2,0,1,6,0.18,6,0,0,0,0,0
Alexis Mac Allister,Liverpool,120,4.15,83,24,2,6,2,3,15,0.52,10,3,0,2,0,0
Konaté,Liverpool,31,1.16,26,0,0,4,0,1,7,0.26,6,0,0,0,0,1
Robertson,Liverpool,78,2.93,66,9,1,1,0,1,4,0.15,4,0,0,0,0,0
Alexander-Arnold,Liverpool,95,3.68,73,14,4,4,0,0,10,0.39,9,1,0,0,0,0
Szoboszlai,Liverpool,112,4.26,85,6,4,13,3,1,15,0.57,12,0,0,3,0,0
Díaz,Liverpool,117,4.57,88,0,16,9,4,0,16,0.63,13,0,1,0,2,0
Alisson,Liverpool,6,0.23,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Gakpo,Liverpool,72,3.64,53,0,8,5,4,2,7,0.35,3,0,3,0,1,0
Jones,Liverpool,47,2.65,41,1,0,3,2,0,8,0.45,5,1,0,1,1,0
Jota,Liverpool,35,2.7,22,0,6,5,1,1,9,0.7,5,0,2,1,1,0
Kelleher,Liverpool,3,0.3,3,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Núñez,Liverpool,29,2.42,19,0,4,1,2,3,4,0.33,3,0,0,0,1,0
Tsimikas,Liverpool,28,3.37,18,9,0,0,1,0,2,0.24,1,1,0,0,0,0
Gomez,Liverpool,5,0.87,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
Bradley,Liverpool,16,2.28,11,0,4,0,1,0,2,0.28,2,0,0,0,0,0
Quansah,Liverpool,2,0.44,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Elliott,Liverpool,15,4.91,11,3,1,0,0,0,2,0.65,2,0,0,0,0,0
Endo,Liverpool,6,2.26,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Chiesa,Liverpool,3,5.87,3,0,0,0,0,0,1,1.96,1,0,0,0,0,0
Jaros,Liverpool,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Danns,Liverpool,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gvardiol,Manchester City,72,2.09,66,1,2,3,0,0,7,0.2,6,0,1,0,0,0
Haaland,Manchester City,65,2.28,46,0,8,10,1,0,9,0.32,6,0,2,1,0,0
Silva,Manchester City,86,3.11,76,2,4,1,3,0,8,0.29,8,0,0,0,0,0
Ederson,Manchester City,6,0.25,6,0,0,0,0,0,4,0.17,4,0,0,0,0,0
Kovačić,Manchester City,69,2.91,55,0,4,5,4,1,6,0.25,4,0,1,1,0,0
Dias,Manchester City,25,1.08,16,0,0,7,0,2,1,0.04,1,0,0,0,0,0
Gündoğan,Manchester City,74,3.25,58,8,4,4,0,0,11,0.48,9,1,0,1,0,0
Lewis,Manchester City,31,1.47,30,0,0,0,1,0,3,0.14,3,0,0,0,0,0
Akanji,Manchester City,36,1.77,36,0,0,0,0,0,2,0.1,2,0,0,0,0,0
Sávio,Manchester City,111,5.71,80,2,15,4,7,3,15,0.77,10,0,2,1,1,1
Foden,Manchester City,88,4.48,58,18,3,6,3,0,9,0.46,5,1,0,3,0,0
Kevin De Bruyne,Manchester City,111,6.13,71,26,3,6,3,2,11,0.61,9,1,0,1,0,0
Nunes,Manchester City,39,2.35,32,1,2,2,2,0,6,0.36,4,0,1,1,0,0
Doku,Manchester City,74,4.62,56,1,13,1,2,1,13,0.81,10,0,3,0,0,0
Ortega,Manchester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marmoush,Manchester City,33,2.96,18,3,1,4,7,0,1,0.09,0,0,0,0,1,0
Walker,Manchester City,17,1.58,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aké,Manchester City,8,1.06,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
González,Manchester City,15,2.08,13,0,0,1,1,0,3,0.42,2,0,0,0,1,0
Grealish,Manchester City,47,5.87,41,1,3,0,1,1,2,0.25,1,0,0,0,0,1
Stones,Manchester City,8,1.31,8,0,0,0,0,0,2,0.33,2,0,0,0,0,0
O’Reilly,Manchester City,12,2.05,9,1,1,0,1,0,2,0.34,2,0,0,0,0,0
Khusanov,Manchester City,5,0.89,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mcatee,Manchester City,4,1.03,3,0,1,0,0,0,1,0.26,0,0,1,0,0,0
Simpson-Pusey,Manchester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rodri,Manchester City,2,2.77,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mubama,Manchester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bobb,Manchester City,2,12.0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Reis,Manchester City,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Onana,Manchester United,4,0.12,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Fernandes,Manchester United,180,5.69,126,35,5,6,6,2,12,0.38,9,2,0,1,0,0
Mazraoui,Manchester United,52,1.72,42,2,1,2,3,2,1,0.03,1,0,0,0,0,0
Dalot,Manchester United,74,2.39,57,5,7,4,0,1,5,0.16,3,0,1,1,0,0
Matthijs de Ligt,Manchester United,14,0.59,12,0,0,2,0,0,1,0.04,1,0,0,0,0,0
Garnacho,Manchester United,83,3.43,64,1,3,9,6,0,6,0.25,4,0,0,1,1,0
Manuel Ugarte Ribeiro,Manchester United,31,1.58,24,0,0,2,2,3,4,0.2,3,0,0,1,0,0
Højlund,Manchester United,33,1.62,21,0,3,5,4,0,1,0.05,0,0,0,0,1,0
Martínez,Manchester United,26,1.34,23,0,0,2,0,1,2,0.1,2,0,0,0,0,0
Mainoo,Manchester United,31,1.75,26,0,4,0,1,0,2,0.11,2,0,0,0,0,0
Diallo,Manchester United,89,4.65,60,9,8,3,5,4,17,0.89,7,0,4,1,1,4
Maguire,Manchester United,18,1.03,12,1,0,5,0,0,0,0.0,0,0,0,0,0,0
Casemiro,Manchester United,49,3.31,45,1,0,3,0,0,3,0.2,3,0,0,0,0,0
Zirkzee,Manchester United,31,1.99,28,0,0,2,1,0,3,0.19,1,0,0,1,1,0
Yoro,Manchester United,9,0.7,6,0,0,2,0,1,0,0.0,0,0,0,0,0,0
Rashford,Manchester United,29,2.67,24,1,2,2,0,0,1,0.09,1,0,0,0,0,0
Eriksen,Manchester United,52,4.51,35,14,0,3,0,0,7,0.61,5,2,0,0,0,0
Dorgu,Manchester United,15,2.04,12,0,0,0,2,1,1,0.14,0,0,0,0,1,0
Mount,Manchester United,17,3.14,11,2,0,3,1,0,0,0.0,0,0,0,0,0,0
Lindelöf,Manchester United,4,0.69,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Amass,Manchester United,8,2.08,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Evans,Manchester United,2,0.62,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bayındır,Manchester United,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Shaw,Manchester United,10,3.35,8,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Fredricson,Manchester United,3,1.63,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Malacia,Manchester United,2,1.8,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Obi-Martin,Manchester United,2,1.16,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Heaven,Manchester United,2,1.89,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Collyer,Manchester United,5,2.5,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Antony,Manchester United,8,5.11,6,0,1,0,1,0,0,0.0,0,0,0,0,0,0
McTominay,Manchester United,1,4.74,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Guimarães,Newcastle United,125,3.64,112,3,3,0,4,3,18,0.52,17,1,0,0,0,0
Burn,Newcastle United,22,0.63,17,1,0,3,1,0,4,0.11,3,1,0,0,0,0
Isak,Newcastle United,91,3.07,70,1,8,8,2,2,14,0.47,11,0,1,0,1,1
Schär,Newcastle United,33,1.08,24,1,1,2,2,3,4,0.13,2,0,0,2,0,0
Livramento,Newcastle United,41,1.39,39,0,0,1,1,0,2,0.07,2,0,0,0,0,0
Joelinton,Newcastle United,61,2.29,46,2,1,5,1,6,9,0.34,7,0,0,1,0,1
Murphy,Newcastle United,80,3.23,64,4,4,3,3,2,15,0.61,14,0,0,0,1,0
Tonali,Newcastle United,68,2.5,48,4,3,5,5,3,9,0.33,8,1,0,0,0,0
Pope,Newcastle United,6,0.23,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gordon,Newcastle United,99,3.88,71,10,7,3,8,0,12,0.47,9,1,1,0,1,0
Hall,Newcastle United,63,2.59,44,18,0,0,1,0,6,0.25,5,1,0,0,0,0
Barnes,Newcastle United,61,3.44,43,1,7,5,5,0,9,0.51,6,0,1,1,1,0
Trippier,Newcastle United,50,3.51,30,18,0,2,0,0,6,0.42,4,2,0,0,0,0
Willock,Newcastle United,44,3.86,35,0,3,3,1,2,4,0.35,4,0,0,0,0,0
Dúbravka,Newcastle United,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Longstaff,Newcastle United,14,1.58,12,0,1,1,0,0,2,0.23,1,0,0,1,0,0
Kelly,Newcastle United,2,0.59,2,0,0,0,0,0,1,0.3,1,0,0,0,0,0
Botman,Newcastle United,1,0.31,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Krafth,Newcastle United,3,0.86,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Wilson,Newcastle United,6,1.89,3,0,0,1,1,1,0,0.0,0,0,0,0,0,0
Miley,Newcastle United,3,0.94,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Almirón,Newcastle United,8,4.59,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Osula,Newcastle United,2,1.73,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Targett,Newcastle United,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sels,Nottingham Forest,5,0.14,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Milenković,Nottingham Forest,19,0.54,15,0,0,3,0,1,3,0.09,3,0,0,0,0,0
Murillo,Nottingham Forest,40,1.2,27,7,0,3,1,2,2,0.06,1,1,0,0,0,0
Aina,Nottingham Forest,61,1.94,48,5,3,1,3,1,4,0.13,3,0,0,0,0,1
Wood,Nottingham Forest,42,1.36,34,0,2,4,0,2,5,0.16,4,0,0,0,0,1
Gibbs-White,Nottingham Forest,108,3.69,90,0,3,7,4,4,18,0.62,13,0,0,4,1,0
Anderson,Nottingham Forest,81,2.85,40,18,7,7,4,5,10,0.35,4,3,0,1,1,1
Elanga,Nottingham Forest,95,3.69,53,21,5,7,9,0,16,0.62,10,3,1,0,2,0
Williams,Nottingham Forest,48,1.79,35,5,0,5,3,0,6,0.22,4,1,0,1,0,0
Hudson-Odoi,Nottingham Forest,94,3.93,74,3,10,3,4,0,11,0.46,7,0,2,0,2,0
Domínguez,Nottingham Forest,36,1.8,27,1,0,3,3,2,0,0.0,0,0,0,0,0,0
Yates,Nottingham Forest,38,1.81,26,1,1,6,2,2,3,0.14,2,0,0,1,0,0
Moreno,Nottingham Forest,16,1.51,15,1,0,0,0,0,2,0.19,2,0,0,0,0,0
Morato,Nottingham Forest,3,0.3,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Silva,Nottingham Forest,29,3.09,22,0,1,3,3,0,3,0.32,2,0,0,0,1,0
Sangaré,Nottingham Forest,7,1.39,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ward-Prowse,Nottingham Forest,10,2.25,6,4,0,0,0,0,2,0.45,1,1,0,0,0,0
Danilo,Nottingham Forest,7,2.37,7,0,0,0,0,0,2,0.68,2,0,0,0,0,0
Awoniyi,Nottingham Forest,9,1.95,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0
Sosa,Nottingham Forest,14,4.23,11,0,2,1,0,0,0,0.0,0,0,0,0,0,0
Boly,Nottingham Forest,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toffolo,Nottingham Forest,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Eric da Silva Moreira,Nottingham Forest,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Walker-Peters,Southampton,63,1.94,40,3,10,5,3,2,7,0.22,5,0,1,1,0,0
Fernandes,Southampton,72,2.37,41,13,5,6,6,1,6,0.2,4,1,0,0,0,1
Harwood-Bellis,Southampton,37,1.21,32,0,0,3,1,1,2,0.07,1,0,0,1,0,0
Bednarek,Southampton,16,0.57,15,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ramsdale,Southampton,3,0.11,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Downes,Southampton,31,1.42,27,2,0,1,0,1,2,0.09,1,1,0,0,0,0
Aribo,Southampton,37,1.71,32,0,2,1,2,0,1,0.05,1,0,0,0,0,0
Dibling,Southampton,56,2.79,34,1,11,5,5,0,4,0.2,2,0,1,1,0,0
Manning,Southampton,50,3.08,25,22,0,1,1,1,3,0.18,0,2,0,0,1,0
Ugochukwu,Southampton,23,1.32,19,0,1,1,2,0,1,0.06,0,0,0,1,0,0
Stephens,Southampton,13,0.9,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sugawara,Southampton,39,2.39,30,5,1,3,0,0,1,0.06,1,0,0,0,0,0
Sulemana,Southampton,28,1.99,15,1,9,2,1,0,3,0.21,1,0,1,1,0,0
Armstrong,Southampton,19,1.37,12,1,2,4,0,0,4,0.29,1,0,0,3,0,0
Archer,Southampton,18,1.16,9,0,4,4,1,0,0,0.0,0,0,0,0,0,0
Bree,Southampton,15,1.37,12,2,0,1,0,0,1,0.09,1,0,0,0,0,0
Onuachu,Southampton,9,0.79,8,0,0,1,0,0,1,0.09,1,0,0,0,0,0
Wood-Gordon,Southampton,3,0.43,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Smallbone,Southampton,15,2.09,11,3,0,1,0,0,0,0.0,0,0,0,0,0,0
McCarthy,Southampton,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lallana,Southampton,9,2.24,8,0,0,0,1,0,2,0.5,2,0,0,0,0,0
Brereton,Southampton,9,1.8,7,0,0,0,2,0,0,0.0,0,0,0,0,0,0
Fraser,Southampton,5,1.47,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Welington,Southampton,7,2.09,6,1,0,0,0,0,1,0.3,1,0,0,0,0,0
Stewart,Southampton,2,0.62,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Lumley,Southampton,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Armel Bella Kotchap,Southampton,2,0.54,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Taylor,Southampton,2,0.68,2,0,0,0,0,0,1,0.34,1,0,0,0,0,0
Grønbaek,Southampton,2,1.26,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Cornet,Southampton,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Edozie,Southampton,4,5.54,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Robinson,Southampton,3,7.5,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Amo-Ameyaw,Southampton,2,6.43,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Edwards,Southampton,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alcaraz,Southampton,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Porro,Tottenham,107,3.82,71,23,3,5,4,1,8,0.29,4,3,1,0,0,0
Kulusevski,Tottenham,128,4.82,95,12,15,3,3,0,9,0.34,7,1,1,0,0,0
Solanke,Tottenham,37,1.57,25,0,0,9,2,1,8,0.34,6,0,0,1,1,0
Johnson,Tottenham,46,1.99,30,0,6,4,5,1,7,0.3,5,0,1,0,1,0
Vicario,Tottenham,4,0.17,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Heung-min,Tottenham,116,5.13,86,8,10,7,5,0,15,0.66,13,0,0,1,1,0
Udogie,Tottenham,35,1.72,31,0,0,1,1,2,3,0.15,2,0,0,0,0,1
Maddison,Tottenham,95,4.73,66,13,7,3,6,0,18,0.9,12,2,3,1,0,0
Pape Matar Sarr,Tottenham,44,2.18,34,2,2,4,0,2,6,0.3,4,0,1,1,0,0
Bentancur,Tottenham,45,2.59,36,0,1,5,1,2,3,0.17,3,0,0,0,0,0
Spence,Tottenham,29,1.54,23,1,4,1,0,0,5,0.27,3,1,1,0,0,0
Romero,Tottenham,20,1.27,16,0,0,4,0,0,4,0.25,3,0,0,1,0,0
Gray,Tottenham,5,0.29,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Bissouma,Tottenham,16,1.07,15,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Drăgușin,Tottenham,8,0.58,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Davies,Tottenham,8,0.59,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Bergvall,Tottenham,22,1.63,16,4,0,2,0,0,4,0.3,3,0,0,1,0,0
Micky van de Ven,Tottenham,11,1.04,8,0,0,2,1,0,2,0.19,2,0,0,0,0,0
Tel,Tottenham,24,2.93,16,1,2,2,3,0,1,0.12,1,0,0,0,0,0
Odobert,Tottenham,14,1.75,12,0,0,2,0,0,1,0.13,1,0,0,0,0,0
Danso,Tottenham,8,1.09,7,0,0,1,0,0,2,0.27,2,0,0,0,0,0
Forster,Tottenham,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kinský,Tottenham,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Werner,Tottenham,18,3.13,14,0,2,1,1,0,3,0.52,3,0,0,0,0,0
Richarlison,Tottenham,8,1.51,5,0,0,2,1,0,1,0.19,1,0,0,0,0,0
Moore,Tottenham,11,3.54,7,2,0,1,1,0,2,0.64,1,0,0,1,0,0
Austin,Tottenham,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Reguilón,Tottenham,1,0.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Scarlett,Tottenham,1,2.65,1,0,0,0,0,0,1,2.65,1,0,0,0,0,0
Dorrington,Tottenham,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lankshear,Tottenham,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kilman,West Ham,29,0.82,26,0,2,0,0,1,3,0.09,2,0,1,0,0,0
Wan-Bissaka,West Ham,88,2.66,70,4,7,3,2,2,9,0.27,8,0,0,1,0,0
Bowen,West Ham,105,3.38,64,13,5,12,9,2,13,0.42,9,2,1,1,0,0
Kudus,West Ham,105,3.79,72,1,16,12,2,2,9,0.33,5,0,1,3,0,0
Souček,West Ham,43,1.6,35,0,0,5,2,1,3,0.11,2,0,0,0,1,0
Paquetá,West Ham,79,3.04,65,2,2,4,5,1,6,0.23,3,0,0,2,1,0
Palmieri,West Ham,41,1.75,25,11,0,2,2,1,2,0.09,1,1,0,0,0,0
Areola,West Ham,3,0.12,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Mavropanos,West Ham,16,0.74,12,0,1,2,0,1,0,0.0,0,0,0,0,0,0
Álvarez,West Ham,25,1.36,21,0,2,1,1,0,2,0.11,2,0,0,0,0,0
Todibo,West Ham,5,0.27,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Rodríguez,West Ham,10,0.83,8,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Soler,West Ham,47,3.08,29,7,2,5,3,1,2,0.13,2,0,0,0,0,0
Fabiański,West Ham,3,0.25,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Antonio,West Ham,22,2.37,14,0,1,5,1,1,4,0.43,0,0,0,4,0,0
Coufal,West Ham,13,1.22,9,4,0,0,0,0,1,0.09,0,1,0,0,0,0
Ward-Prowse,West Ham,29,2.89,15,10,0,3,0,1,1,0.1,0,1,0,0,0,0
Cresswell,West Ham,14,1.64,6,8,0,0,0,0,0,0.0,0,0,0,0,0,0
Summerville,West Ham,35,4.01,21,3,5,0,5,1,1,0.11,1,0,0,0,0,0
Scarles,West Ham,5,0.76,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Füllkrug,West Ham,19,2.49,17,0,0,2,0,0,2,0.26,1,0,0,1,0,0
Ings,West Ham,12,3.8,7,0,1,3,1,0,2,0.63,0,0,0,1,1,0
Irving,West Ham,5,2.68,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Ferguson,West Ham,4,2.31,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Guilherme,West Ham,10,6.52,6,1,1,1,1,0,0,0.0,0,0,0,0,0,0
Orford,West Ham,2,3.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Casey,West Ham,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aït-Nouri,Wolves,81,2.47,49,13,7,7,4,1,12,0.37,10,1,0,0,0,1
Gomes,Wolves,63,2.0,50,1,5,2,2,3,3,0.1,3,0,0,0,0,0
Semedo,Wolves,55,1.8,40,1,7,1,3,3,6,0.2,6,0,0,0,0,0
Jørgen Strand Larsen,Wolves,40,1.44,31,1,1,3,2,2,5,0.18,5,0,0,0,0,0
André,Wolves,46,1.77,38,3,1,0,0,4,3,0.12,2,1,0,0,0,0
Sá,Wolves,4,0.14,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cunha,Wolves,123,4.46,70,13,17,8,12,3,16,0.58,10,0,4,0,1,1
Gomes,Wolves,20,0.74,19,0,0,1,0,0,1,0.04,1,0,0,0,0,0
Doherty,Wolves,24,1.07,18,3,1,1,1,0,3,0.13,3,0,0,0,0,0
Bellegarde,Wolves,53,3.02,33,3,4,4,7,2,10,0.57,8,0,0,0,1,1
Bueno,Wolves,12,0.64,10,1,0,0,0,1,4,0.21,3,0,0,0,0,1
Lemina,Wolves,26,1.71,21,0,2,2,0,1,5,0.33,5,0,0,0,0,0
Agbadou,Wolves,15,1.1,14,1,0,0,0,0,2,0.15,2,0,0,0,0,0
Munetsi,Wolves,16,1.49,12,0,0,1,2,1,1,0.09,1,0,0,0,0,0
Dawson,Wolves,7,0.65,6,0,0,1,0,0,2,0.19,1,0,0,1,0,0
Guedes,Wolves,23,2.46,21,0,1,0,1,0,8,0.86,7,0,1,0,0,0
Johnstone,Wolves,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sarabia,Wolves,25,3.01,17,6,2,0,0,0,4,0.48,3,0,1,0,0,0
Gomes,Wolves,21,2.69,18,0,2,1,0,0,0,0.0,0,0,0,0,0,0
Hee-chan,Wolves,9,1.24,8,0,0,1,0,0,1,0.14,1,0,0,0,0,0
Mosquera,Wolves,5,1.02,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Doyle,Wolves,17,3.13,11,4,1,1,0,0,3,0.55,2,0,1,0,0,0
Forbs,Wolves,5,1.89,3,0,2,0,0,0,1,0.38,1,0,0,0,0,0
Bentley,Wolves,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lima,Wolves,4,5.14,2,0,0,0,0,2,0,0.0,0,0,0,0,0,0
Podence,Wolves,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Djiga,Wolves,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Chiquinho,Wolves,2,25.71,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mane,Wolves,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pond,Wolves,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
