Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches
Trevoh Chalobah,eng ENG,DF,26-193,19.3,3,13,5,38.5,0.67,0.26,0.23,0.6,14.0,0,0,0,1.1,1.1,0.08,1.9,1.9,Matches
Robert Sánchez,es ESP,GK,28-057,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Enzo Fernández,ar ARG,MF,24-362,18.9,6,40,17,42.5,2.12,0.9,0.13,0.29,16.4,2,1,1,7.8,7.0,0.18,-1.8,-2.0,Matches
Pedro Neto,pt POR,FW,25-311,18.2,5,33,11,33.3,1.81,0.6,0.15,0.45,16.3,1,0,0,3.6,3.6,0.11,1.4,1.4,Matches
Marc Cucurella,es ESP,DF,27-176,16.9,0,12,1,8.3,0.71,0.06,0.0,0.0,15.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
João Pedro,br BRA,"FW,MF",24-110,16.9,6,31,14,45.2,1.83,0.83,0.19,0.43,13.6,0,0,0,6.5,6.5,0.21,-0.5,-0.5,Matches
Moisés Caicedo,ec ECU,MF,24-073,14.9,3,14,5,35.7,0.94,0.34,0.21,0.6,21.6,0,0,0,0.9,0.9,0.06,2.1,2.1,Matches
Reece James,eng ENG,"DF,MF",26-037,15.2,2,16,6,37.5,1.05,0.4,0.13,0.33,24.2,5,0,0,0.9,0.9,0.05,1.1,1.1,Matches
Malo Gusto,fr FRA,"DF,MF",22-240,13.6,2,9,4,44.4,0.66,0.29,0.22,0.5,20.6,0,0,0,1.2,1.2,0.14,0.8,0.8,Matches
Alejandro Garnacho,ar ARG,FW,21-197,8.5,1,21,5,23.8,2.48,0.59,0.05,0.2,15.5,0,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches
Wesley Fofana,fr FRA,DF,25-028,8.4,0,2,0,0.0,0.24,0.0,0.0,,10.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Cole Palmer,eng ENG,"MF,FW",23-253,7.4,3,20,7,35.0,2.71,0.95,0.1,0.29,18.5,2,1,1,2.7,1.9,0.1,0.3,0.1,Matches
Estêvão Willian,br BRA,FW,18-265,6.8,1,20,5,25.0,2.95,0.74,0.05,0.2,15.1,0,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches
Liam Delap,eng ENG,FW,22-340,6.4,1,20,8,40.0,3.13,1.25,0.05,0.13,15.1,0,0,0,2.4,2.4,0.12,-1.4,-1.4,Matches
Tosin Adarabioyo,eng ENG,DF,28-112,7.2,0,2,0,0.0,0.28,0.0,0.0,,5.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Joshua Acheampong,eng ENG,DF,19-254,5.2,1,3,2,66.7,0.57,0.38,0.33,0.5,8.1,0,0,0,0.6,0.6,0.2,0.4,0.4,Matches
Andrey Santos,br BRA,MF,21-256,5.8,0,8,1,12.5,1.38,0.17,0.0,0.0,15.5,0,0,0,1.7,1.7,0.21,-1.7,-1.7,Matches
Jamie Gittens,eng ENG,FW,21-159,5.0,0,10,2,20.0,1.99,0.4,0.0,0.0,20.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Benoît Badiashile,fr FRA,DF,24-294,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jorrel Hato,nl NED,DF,19-313,2.9,0,2,0,0.0,0.69,0.0,0.0,,10.3,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Marc Guiu,es ESP,FW,20-010,2.6,0,11,2,18.2,4.16,0.76,0.0,0.0,11.3,0,0,0,1.4,1.4,0.13,-1.4,-1.4,Matches
Filip Jørgensen,dk DEN,GK,23-273,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Roméo Lavia,be BEL,MF,22-008,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Facundo Buonanotte,ar ARG,MF,21-022,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tyrique George,eng ENG,FW,19-344,1.6,0,3,2,66.7,1.86,1.24,0.0,0.0,10.1,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Squad Total,,,24.7,21.0,34,290,97,33.4,13.81,4.62,0.11,0.33,16.3,10,2,2,36.8,35.2,0.12,-2.8,-3.2,
Opponent Total,,,27.0,21.0,24,230,74,32.2,10.95,3.52,0.1,0.32,16.1,10,0,0,28.4,28.4,0.13,-4.4,-4.4,
