Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches
Gabriel Gudmundsson,se SWE,DF,26-260,19.3,0,12,1,8.3,0.62,0.05,0.0,0.0,15.9,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Joe Rodon,wls WAL,DF,28-084,18.3,2,12,4,33.3,0.65,0.22,0.17,0.5,10.1,0,0,0,0.9,0.9,0.08,1.1,1.1,Matches
Pascal Struijk,nl NED,DF,26-156,18.1,0,19,3,15.8,1.05,0.17,0.0,0.0,9.7,0,0,0,2.0,2.0,0.11,-2.0,-2.0,Matches
Ethan Ampadu,wls WAL,MF,25-122,17.7,1,13,3,23.1,0.74,0.17,0.08,0.33,22.7,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches
Jayden Bogle,eng ENG,DF,25-171,17.6,0,10,2,20.0,0.57,0.11,0.0,0.0,16.8,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
Anton Stach,de GER,MF,27-060,17.0,3,37,8,21.6,2.18,0.47,0.08,0.38,20.8,4,0,0,2.1,2.1,0.06,0.9,0.9,Matches
Lucas Perri,br BRA,GK,28-035,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dominic Calvert-Lewin,eng ENG,FW,28-304,14.6,9,38,16,42.1,2.61,1.1,0.18,0.44,13.1,0,2,2,8.1,6.5,0.18,0.9,0.5,Matches
Brenden Aaronson,us USA,"FW,MF",25-084,13.8,4,28,12,42.9,2.02,0.87,0.14,0.33,16.3,0,0,0,2.9,2.9,0.1,1.1,1.1,Matches
Noah Okafor,ch SUI,"FW,MF",25-235,11.5,2,20,6,30.0,1.74,0.52,0.1,0.33,14.1,0,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches
Jaka Bijol,si SVN,DF,26-343,10.9,1,6,4,66.7,0.55,0.37,0.17,0.25,9.5,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches
Sean Longstaff,eng ENG,MF,28-076,9.8,1,11,2,18.2,1.13,0.21,0.09,0.5,21.4,1,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Ao Tanaka,jp JPN,MF,27-126,7.9,2,11,3,27.3,1.39,0.38,0.18,0.67,21.0,0,0,0,0.8,0.8,0.08,1.2,1.2,Matches
Ilia Gruev,bg BUL,MF,25-253,7.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lukas Nmecha,de GER,FW,27-031,6.7,4,14,7,50.0,2.09,1.04,0.21,0.43,13.1,0,1,2,4.4,2.7,0.19,-0.4,0.3,Matches
Karl Darlow,wls WAL,GK,35-098,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
James Justin,eng ENG,"DF,FW",27-325,4.9,0,2,0,0.0,0.41,0.0,0.0,,8.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Daniel James,wls WAL,FW,28-065,3.9,0,10,2,20.0,2.54,0.51,0.0,0.0,18.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Wilfried Gnonto,it ITA,"FW,MF",22-070,3.6,0,6,0,0.0,1.67,0.0,0.0,,20.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Joël Piroe,nl NED,"FW,MF",26-165,2.3,0,9,2,22.2,3.88,0.86,0.0,0.0,16.1,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Sebastiaan Bornauw,be BEL,DF,26-298,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jack Harrison,eng ENG,"FW,DF",29-055,3.0,0,6,2,33.3,2.01,0.67,0.0,0.0,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Sam Byram,eng ENG,DF,32-120,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.0,21.0,29,264,77,29.2,12.57,3.67,0.1,0.34,16.1,5,3,4,29.5,26.3,0.11,-0.5,-0.3,
Opponent Total,,,26.5,21.0,36,250,82,32.8,11.9,3.9,0.13,0.39,16.7,10,4,4,30.5,27.3,0.11,5.5,4.7,
