Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches
Erling Haaland,no NOR,FW,25-177,20.2,20,80,38,47.5,3.95,1.88,0.23,0.47,12.8,0,2,3,18.8,16.4,0.21,1.2,1.6,Matches
Rúben Dias,pt POR,DF,28-245,19.0,2,8,4,50.0,0.42,0.21,0.25,0.5,14.4,0,0,0,0.5,0.5,0.06,1.5,1.5,Matches
Gianluigi Donnarumma,it ITA,GK,26-323,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Phil Foden,eng ENG,MF,25-231,17.4,7,44,13,29.5,2.53,0.75,0.16,0.54,17.7,2,0,0,5.1,5.1,0.12,1.9,1.9,Matches
Matheus Nunes,pt POR,DF,27-140,17.5,1,5,1,20.0,0.29,0.06,0.2,1.0,24.7,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Bernardo Silva,pt POR,MF,31-157,16.6,0,8,1,12.5,0.48,0.06,0.0,0.0,14.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Nico O’Reilly,eng ENG,DF,20-299,16.4,1,16,3,18.8,0.97,0.18,0.06,0.33,14.6,0,0,0,2.1,2.1,0.13,-1.1,-1.1,Matches
Tijjani Reijnders,nl NED,MF,27-169,14.8,5,37,13,35.1,2.49,0.88,0.14,0.38,17.5,1,0,0,3.7,3.7,0.1,1.3,1.3,Matches
Nicolás González,es ESP,MF,24-011,14.8,1,12,2,16.7,0.81,0.13,0.08,0.5,24.7,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
Joško Gvardiol,hr CRO,DF,23-356,14.5,2,16,5,31.3,1.11,0.35,0.13,0.4,11.8,0,0,0,2.3,2.3,0.15,-0.3,-0.3,Matches
Jeremy Doku,be BEL,"MF,FW",23-232,12.1,1,19,8,42.1,1.57,0.66,0.05,0.13,14.6,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
Rayan Cherki,fr FRA,"MF,FW",22-150,9.3,2,22,6,27.3,2.36,0.64,0.09,0.33,18.2,1,0,0,1.7,1.7,0.08,0.3,0.3,Matches
Sávio,br BRA,"MF,FW",21-279,6.0,0,12,6,50.0,2.0,1.0,0.0,0.0,13.1,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
Oscar Bobb,no NOR,"MF,FW",22-186,5.2,0,4,0,0.0,0.77,0.0,0.0,,14.7,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
Rodri,es ESP,MF,29-206,5.1,0,3,1,33.3,0.59,0.2,0.0,0.0,19.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Abdukodir Khusanov,uz UZB,DF,21-319,4.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
John Stones,eng ENG,DF,31-231,3.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nathan Aké,nl NED,DF,30-330,4.5,0,3,0,0.0,0.67,0.0,0.0,,10.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
James Trafford,eng ENG,GK,23-096,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rayan Aït-Nouri,dz ALG,DF,24-222,2.3,0,2,0,0.0,0.88,0.0,0.0,,24.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Rico Lewis,eng ENG,"DF,MF",21-054,2.5,0,1,0,0.0,0.4,0.0,0.0,,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Omar Marmoush,eg EGY,"FW,MF",26-341,2.3,0,9,3,33.3,3.84,1.28,0.0,0.0,14.6,1,0,0,1.2,1.2,0.14,-1.2,-1.2,Matches
Max Alleyne,eng ENG,DF,20-177,1.0,0,1,0,0.0,1.0,0.0,0.0,,4.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
Divine Mukasa,eng ENG,MF,18-145,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mateo Kovačić,hr CRO,MF,31-253,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.8,21.0,42,302,104,34.4,14.38,4.95,0.13,0.38,15.6,5,2,3,39.6,37.2,0.13,2.4,2.8,
Opponent Total,,,26.6,21.0,19,191,64,33.5,9.1,3.05,0.09,0.28,15.8,2,1,2,23.1,21.4,0.12,-4.1,-3.4,
