Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches
Bart Verbruggen,nl NED,GK,23-149,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jan Paul van Hecke,nl NED,DF,25-220,20.0,3,15,7,46.7,0.75,0.35,0.2,0.43,16.2,0,0,0,1.7,1.7,0.13,1.3,1.3,Matches
Lewis Dunk,eng ENG,DF,34-054,19.5,0,11,0,0.0,0.56,0.0,0.0,,18.2,2,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Yankuba Minteh,gm GAM,FW,21-176,17.1,1,29,7,24.1,1.69,0.41,0.03,0.14,16.0,0,0,0,2.7,2.7,0.09,-1.7,-1.7,Matches
Ferdi Kadioglu,tr TUR,"DF,FW",26-099,17.8,0,12,5,41.7,0.67,0.28,0.0,0.0,19.2,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Yasin Ayari,se SWE,MF,22-100,16.9,2,37,9,24.3,2.19,0.53,0.05,0.22,21.9,2,0,0,2.4,2.4,0.07,-0.4,-0.4,Matches
Georginio Rutter,fr FRA,"MF,FW",23-269,14.9,2,29,11,37.9,1.95,0.74,0.07,0.18,16.6,0,0,0,1.9,1.9,0.07,0.1,0.1,Matches
Diego Gómez,py PAR,"MF,FW",22-293,14.1,3,27,10,37.0,1.91,0.71,0.11,0.3,17.5,1,0,0,4.5,4.5,0.17,-1.5,-1.5,Matches
Carlos Baleba,cm CMR,MF,22-011,10.0,0,10,0,0.0,1.0,0.0,0.0,,27.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Mats Wieffer,nl NED,DF,26-059,13.1,0,11,2,18.2,0.84,0.15,0.0,0.0,13.9,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Danny Welbeck,eng ENG,FW,35-049,12.5,8,25,10,40.0,2.01,0.8,0.28,0.7,17.6,2,1,3,7.2,4.8,0.19,0.8,2.2,Matches
Maxim De Cuyper,be BEL,"DF,FW",25-023,10.9,2,9,5,55.6,0.83,0.46,0.22,0.4,21.2,3,0,0,1.5,1.5,0.17,0.5,0.5,Matches
Kaoru Mitoma,jp JPN,FW,28-239,8.3,2,10,5,50.0,1.2,0.6,0.2,0.4,12.4,0,0,0,1.3,1.3,0.13,0.7,0.7,Matches
Brajan Gruda,de GER,"MF,FW",21-228,7.3,1,15,5,33.3,2.06,0.69,0.07,0.2,21.5,1,0,0,1.7,1.7,0.11,-0.7,-0.7,Matches
Jack Hinshelwood,eng ENG,"MF,DF",20-278,6.6,1,6,2,33.3,0.91,0.3,0.17,0.5,15.9,0,0,0,0.4,0.4,0.07,0.6,0.6,Matches
Joël Veltman,nl NED,DF,33-364,6.5,1,2,1,50.0,0.31,0.15,0.5,1.0,3.4,0,0,0,0.9,0.9,0.44,0.1,0.1,Matches
James Milner,eng ENG,MF,40-010,3.4,1,2,0,0.0,0.59,0.0,0.0,,37.2,0,1,1,0.8,0.1,0.03,0.2,-0.1,Matches
Diego Coppola,it ITA,DF,22-017,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matt O'Riley,dk DEN,MF,25-054,2.0,1,3,1,33.3,1.53,0.51,0.0,0.0,22.2,0,1,1,1.2,0.4,0.14,-0.2,-0.4,Matches
Olivier Boscagli,fr FRA,DF,28-057,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Charalampos Kostoulas,gr GRE,"FW,MF",18-229,2.0,1,12,4,33.3,6.14,2.05,0.08,0.25,13.7,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
Stefanos Tzimas,gr GRE,"FW,MF",20-008,1.5,1,4,1,25.0,2.59,0.65,0.25,1.0,12.4,0,0,0,0.5,0.5,0.12,0.5,0.5,Matches
Pascal Groß,de GER,MF,34-213,1.2,0,2,1,50.0,1.64,0.82,0.0,0.0,14.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Tom Watson,eng ENG,FW,19-281,0.7,0,1,1,100.0,1.45,1.45,0.0,0.0,26.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Joe Knight,eng ENG,MF,20-115,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nehemiah Oriola,eng ENG,MF,18-217,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.9,21.0,30,272,87,32.0,12.95,4.14,0.1,0.31,18.1,11,3,5,32.7,28.9,0.11,-2.7,-1.9,
Opponent Total,,,26.7,21.0,25,261,80,30.7,12.43,3.81,0.08,0.26,16.3,7,4,5,30.0,26.2,0.1,-5.0,-5.2,
