Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches
David Raya,es ESP,GK,30-121,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Martín Zubimendi,es ESP,MF,26-346,19.7,3,16,5,31.3,0.81,0.25,0.19,0.6,15.6,0,0,0,1.9,1.9,0.12,1.1,1.1,Matches
Declan Rice,eng ENG,MF,27-000,18.8,4,28,11,39.3,1.49,0.58,0.14,0.36,21.4,4,0,0,2.5,2.5,0.09,1.5,1.5,Matches
Jurriën Timber,nl NED,DF,24-211,18.2,2,21,5,23.8,1.15,0.27,0.1,0.4,9.5,0,0,0,4.0,4.0,0.19,-2.0,-2.0,Matches
Bukayo Saka,eng ENG,FW,24-131,15.8,4,45,16,35.6,2.85,1.01,0.07,0.19,17.2,2,1,1,5.3,4.6,0.1,-1.3,-1.6,Matches
William Saliba,fr FRA,DF,24-296,15.0,0,2,0,0.0,0.13,0.0,0.0,,10.4,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Viktor Gyökeres,se SWE,FW,27-224,14.3,5,29,9,31.0,2.02,0.63,0.1,0.33,12.0,0,2,2,6.4,4.8,0.17,-1.4,-1.8,Matches
Riccardo Calafiori,it ITA,DF,23-240,13.9,1,22,5,22.7,1.58,0.36,0.05,0.2,14.6,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches
Gabriel Magalhães,br BRA,DF,28-026,14.1,3,13,3,23.1,0.92,0.21,0.23,1.0,9.9,0,0,0,1.6,1.6,0.12,1.4,1.4,Matches
Leandro Trossard,be BEL,FW,31-041,12.6,5,30,9,30.0,2.39,0.72,0.17,0.56,12.3,0,0,0,4.0,4.0,0.13,1.0,1.0,Matches
Eberechi Eze,eng ENG,"MF,FW",27-199,10.3,4,25,10,40.0,2.44,0.98,0.16,0.4,17.4,0,0,0,2.3,2.3,0.09,1.7,1.7,Matches
Martin Ødegaard,no NOR,MF,27-028,9.7,1,18,7,38.9,1.85,0.72,0.06,0.14,20.8,0,0,0,0.9,0.9,0.05,0.1,0.1,Matches
Mikel Merino,es ESP,"MF,FW",29-206,10.4,3,17,6,35.3,1.63,0.57,0.18,0.5,14.1,0,0,0,2.1,2.1,0.12,0.9,0.9,Matches
Piero Hincapié,ec ECU,DF,24-005,9.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Noni Madueke,eng ENG,FW,23-310,5.7,0,9,3,33.3,1.59,0.53,0.0,0.0,12.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Gabriel Martinelli,br BRA,FW,24-210,5.7,1,14,5,35.7,2.47,0.88,0.07,0.2,12.9,0,0,0,2.1,2.1,0.15,-1.1,-1.1,Matches
Cristhian Mosquera,es ESP,DF,21-201,4.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ben White,eng ENG,DF,28-098,3.2,0,3,1,33.3,0.94,0.31,0.0,0.0,18.3,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
Myles Lewis-Skelly,eng ENG,DF,19-110,3.6,0,1,0,0.0,0.28,0.0,0.0,,16.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Ethan Nwaneri,eng ENG,MF,18-299,1.9,0,6,0,0.0,3.16,0.0,0.0,,20.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Gabriel Jesus,br BRA,FW,28-286,1.4,1,7,4,57.1,5.16,2.95,0.14,0.25,16.2,0,0,0,0.5,0.5,0.07,0.5,0.5,Matches
Christian Nørgaard,dk DEN,MF,31-310,0.4,0,1,1,100.0,2.73,2.73,0.0,0.0,20.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Kai Havertz,de GER,FW,26-217,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Max Dowman,eng ENG,FW,16-014,0.3,0,3,0,0.0,9.31,0.0,0.0,,17.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Squad Total,,,26.5,21.0,37,310,100,32.3,14.76,4.76,0.11,0.34,15.3,6,3,3,35.8,33.5,0.11,1.2,0.5,
Opponent Total,,,26.8,21.0,14,166,46,27.7,7.9,2.19,0.08,0.3,17.2,6,0,0,14.8,14.8,0.1,-0.8,-0.8,
