player,nation,position,age,matches_played,minutes_played,minutes_per_match,percent_of_squad_mins_played,90s_played,starts,minutes_per_start,complete_matches_played,sub_appearances,minutes_per_sub,matches_as_unused_sub,points_per_match,goals_scored_by_team_while_on_pitch,goals_allowed_by_team_while_on_pitch,goals_scored_goals_allowed_while_on_pitch_diff,goals_scored_goals_allowed_while_on_pitch_diff_per_ninety_played,net_goals_scored_while_player_on_pitch_minus_net_goals_allowed_while_player_on_pitch_per_ninety,team_xG_while_on_pitch,team_xGA_while_on_pitch,team_xGdiff_while_on_pitch,team_xGdiff_while_on_pitch_per_ninety,team_xG_plus_minus_net_diff_while_on_pitch
Federico Chiesa,ITA,FW,26,6,108.0,18.0,3.2,1.2,1,62.0,0,5,9.0,13,1.5,5.0,3.0,2.0,1.67,0.5,3.3,2.8,0.5,0.43,-0.74
Vitezslav Jaros,CZE,GK,23,1,12.0,12.0,0.4,0.1,0,,0,1,12.0,11,3.0,0.0,0.0,0.0,0.0,-1.19,0.1,0.1,0.0,-0.16,-1.31
Jayden Danns,ENG,MF,18,1,11.0,11.0,0.3,0.1,0,,0,1,11.0,1,3.0,0.0,1.0,-1.0,-8.18,-9.4,0.0,0.4,-0.4,-3.38,-4.54
Harvey Davies,ENG,GK,20,0,,,,,0,,0,0,,3,,,,,,,,,,,
James McConnell,ENG,MF,19,0,,,,,0,,0,0,,4,,,,,,,,,,,
Tyler Morton,ENG,MF,21,0,,,,,0,,0,0,,8,,,,,,,,,,,
Amara Nallo,ENG,DF,17,0,,,,,0,,0,0,,1,,,,,,,,,,,
Trey Nyoni,ENG,MF,17,0,,,,,0,,0,0,,4,,,,,,,,,,,
Squad Total,,,27,38,3420.0,90.0,100.0,38.0,418,82.0,252,165,20.0,177,2.21,86.0,41.0,45.0,1.18,,82.2,38.6,43.6,1.15,
Opponent Total,,,26,38,3420.0,90.0,100.0,38.0,418,82.0,257,160,20.0,179,0.55,41.0,86.0,-45.0,-1.18,,38.6,82.2,-43.6,-1.15,
