Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches
Virgil van Dijk,nl NED,DF,34-190,21.0,14,7,11,2,1,5,6,83.3,1,20,11,9,15,29,159,2,Matches
Ibrahima Konaté,fr FRA,DF,26-234,19.8,30,15,17,10,3,18,23,78.3,5,25,17,8,12,42,129,3,Matches
Dominik Szoboszlai,hu HUN,"MF,DF",25-081,19.9,29,22,17,8,4,22,42,52.4,20,16,6,10,12,41,36,2,Matches
Ryan Gravenberch,nl NED,MF,23-243,18.7,31,19,18,13,0,13,21,61.9,8,12,2,10,27,58,31,0,Matches
Milos Kerkez,hu HUN,DF,22-068,15.7,32,21,14,15,3,16,25,64.0,9,13,7,6,11,43,57,2,Matches
Alexis Mac Allister,ar ARG,MF,27-021,15.4,22,10,4,12,6,11,30,36.7,19,19,4,15,10,32,24,0,Matches
Alisson,br BRA,GK,33-104,16.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,3,Matches
Florian Wirtz,de GER,"MF,FW",22-256,15.6,24,20,7,11,6,14,26,53.8,12,22,0,22,6,30,8,1,Matches
Cody Gakpo,nl NED,FW,26-252,14.9,10,5,3,5,2,7,16,43.8,9,15,2,13,6,16,13,0,Matches
Hugo Ekitike,fr FRA,FW,23-208,12.6,7,4,2,4,1,1,2,50.0,1,7,2,5,1,8,19,0,Matches
Mohamed Salah,eg EGY,"FW,MF",33-213,13.1,3,3,1,0,2,3,6,50.0,3,5,1,4,2,5,3,0,Matches
Conor Bradley,nir NIR,DF,22-189,10.3,19,15,12,6,1,8,23,34.8,15,26,4,22,13,32,32,0,Matches
Curtis Jones,eng ENG,MF,24-349,10.8,19,13,6,10,3,11,18,61.1,7,7,3,4,5,24,9,1,Matches
Alexander Isak,se SWE,FW,26-115,5.6,6,5,2,1,3,3,4,75.0,1,1,0,1,0,6,6,0,Matches
Giorgi Mamardashvili,ge GEO,GK,25-107,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
Andrew Robertson,sct SCO,DF,31-309,5.4,8,8,2,4,2,3,6,50.0,3,12,2,10,5,13,13,0,Matches
Jeremie Frimpong,nl NED,"FW,DF",25-035,4.4,2,2,1,1,0,0,4,0.0,4,11,0,11,3,5,10,0,Matches
Joe Gomez,eng ENG,DF,28-236,2.8,1,0,1,0,0,1,3,33.3,2,3,1,2,6,7,12,0,Matches
Federico Chiesa,it ITA,"FW,MF",28-081,2.7,8,6,3,4,1,2,5,40.0,3,5,2,3,3,11,6,0,Matches
Rio Ngumoha,eng ENG,"FW,MF",17-138,0.6,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Wataru Endo,jp JPN,"MF,DF",32-339,0.5,4,1,0,2,2,1,2,50.0,1,2,0,2,0,4,3,0,Matches
Trey Nyoni,eng ENG,FW,18-198,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Harvey Elliott,eng ENG,"MF,FW",22-285,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,21.0,270,177,122,108,40,139,264,52.7,125,221,64,157,137,407,586,15,
Opponent Total,,,26.8,21.0,331,200,175,119,37,164,335,49.0,171,238,99,139,196,527,643,23,
