player,nation,position,age,matches_played,starts,minutes,90s_played,goals_against,goals_against_per_90,shots_on_target_against,saves,save_percent,wins,draws,losses,clean_sheets,clean_sheet_percent,pk_attempted,pk_allowed,pk_saved,pk_missed,pk_save_percent
Martínez,ARG,GK,32,35,35,3060,34.0,45,1.32,136,90,67.6,17,9,9,7,20.0,2,1,1,0,50.0
Olsen,SWE,GK,35,3,1,180,2.0,4,2.0,9,5,55.6,1,0,0,1,100.0,0,0,0,0,
