Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches
Trevoh Chalobah,eng ENG,DF,26-193,19.3,1591,178,682,841,78,12,1591,11,6,54.5,2,18.2,1030,3737,1984,15,7,0,8,4,1135,3,Matches
Robert Sánchez,es ESP,GK,28-057,19.0,857,641,846,11,0,0,857,0,0,,0,,595,2675,1609,0,0,0,0,0,542,0,Matches
Enzo Fernández,ar ARG,MF,24-362,18.9,1274,21,193,714,385,60,1273,31,6,19.4,23,74.2,788,3580,1734,31,24,5,35,26,959,68,Matches
Pedro Neto,pt POR,FW,25-311,18.2,886,10,70,287,549,67,886,70,29,41.4,33,47.1,579,4644,2548,86,52,21,45,16,633,160,Matches
Marc Cucurella,es ESP,DF,27-176,16.9,1149,46,335,578,243,36,1149,3,1,33.3,1,33.3,611,2290,1400,26,17,3,17,4,717,49,Matches
João Pedro,br BRA,"FW,MF",24-110,16.9,665,20,63,334,281,69,665,52,18,34.6,27,51.9,410,2137,1024,39,27,12,51,34,509,100,Matches
Moisés Caicedo,ec ECU,MF,24-073,14.9,1072,42,230,677,174,7,1072,23,9,39.1,8,34.8,627,2794,1412,11,15,0,9,12,729,13,Matches
Reece James,eng ENG,"DF,MF",26-037,15.2,1225,38,306,633,293,8,1225,22,7,31.8,9,40.9,691,2799,1350,18,12,2,14,11,777,31,Matches
Malo Gusto,fr FRA,"DF,MF",22-240,13.6,902,35,238,437,238,21,902,17,9,52.9,8,47.1,500,2318,1047,17,11,0,28,11,554,45,Matches
Alejandro Garnacho,ar ARG,FW,21-197,8.5,383,3,29,102,262,67,383,33,10,30.3,13,39.4,296,2464,1435,64,30,31,28,5,305,117,Matches
Wesley Fofana,fr FRA,DF,25-028,8.4,646,70,271,357,24,6,646,10,5,50.0,2,20.0,387,1953,1053,5,4,0,9,3,423,1,Matches
Cole Palmer,eng ENG,"MF,FW",23-253,7.4,378,4,43,180,165,32,377,25,8,32.0,13,52.0,261,1578,858,27,15,9,13,12,274,39,Matches
Estêvão Willian,br BRA,FW,18-265,6.8,331,4,29,130,181,49,331,55,23,41.8,31,56.4,227,1543,878,31,15,22,19,12,241,73,Matches
Liam Delap,eng ENG,FW,22-340,6.4,165,6,13,59,95,34,165,7,5,71.4,1,14.3,113,564,257,12,7,5,20,11,141,41,Matches
Tosin Adarabioyo,eng ENG,DF,28-112,7.2,727,86,352,364,11,3,727,0,0,,0,,440,1794,1127,3,1,0,1,1,530,0,Matches
Joshua Acheampong,eng ENG,DF,19-254,5.2,403,33,161,209,36,6,403,14,10,71.4,3,21.4,283,1426,723,5,6,1,1,5,303,4,Matches
Andrey Santos,br BRA,MF,21-256,5.8,360,17,95,212,57,14,360,5,2,40.0,3,60.0,192,734,359,6,3,0,5,2,221,14,Matches
Jamie Gittens,eng ENG,FW,21-159,5.0,206,4,23,70,116,26,206,20,13,65.0,6,30.0,131,1084,636,28,12,18,10,4,149,42,Matches
Benoît Badiashile,fr FRA,DF,24-294,3.7,306,40,150,148,8,0,306,0,0,,0,,201,759,369,1,1,0,1,0,219,0,Matches
Jorrel Hato,nl NED,DF,19-313,2.9,191,25,97,70,24,5,191,2,2,100.0,0,0.0,114,350,138,2,1,0,3,3,126,3,Matches
Marc Guiu,es ESP,FW,20-010,2.6,57,3,3,24,31,12,57,6,1,16.7,3,50.0,28,143,64,2,1,1,9,1,41,13,Matches
Filip Jørgensen,dk DEN,GK,23-273,1.9,97,81,96,1,0,0,97,0,0,,0,,71,326,187,0,0,0,0,0,68,0,Matches
Roméo Lavia,be BEL,MF,22-008,1.2,79,2,24,37,18,1,79,2,1,50.0,1,50.0,53,182,87,1,1,0,3,1,60,1,Matches
Facundo Buonanotte,ar ARG,MF,21-022,0.5,30,0,1,12,17,4,30,1,0,0.0,1,100.0,16,64,9,0,1,0,2,0,21,5,Matches
Tyrique George,eng ENG,FW,19-344,1.6,39,0,3,17,19,4,39,3,1,33.3,2,66.7,21,111,56,1,1,1,5,4,29,10,Matches
Squad Total,,,24.7,21.0,14019,1409,4353,6504,3305,543,14017,412,166,40.3,190,46.1,8665,42049,22344,431,264,131,336,182,9706,832,
Opponent Total,,,27.0,21.0,11116,1496,4095,4565,2578,415,11116,339,127,37.5,167,49.3,6053,31872,16687,329,204,89,294,172,6766,667,
