Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches
Đorđe Petrović,rs SRB,GK,26-098,21.0,670,516,664,7,0,0,670,0,0,,0,,369,1850,1087,0,0,0,0,0,289,0,Matches
Adrien Truffert,fr FRA,DF,24-055,20.5,1374,104,435,559,393,25,1374,52,22,42.3,24,46.2,685,3561,1986,41,52,5,18,15,729,111,Matches
Antoine Semenyo,gh GHA,"FW,MF",26-007,20.0,893,26,128,331,457,85,891,78,33,42.3,39,50.0,488,3760,2041,73,33,32,55,36,558,126,Matches
Marcos Senesi,ar ARG,DF,28-249,19.5,1543,237,689,744,118,27,1543,2,1,50.0,1,50.0,903,4602,3132,15,11,1,14,8,957,11,Matches
Marcus Tavernier,eng ENG,"MF,FW",26-298,18.8,1029,33,141,430,472,64,1027,50,17,34.0,30,60.0,590,3418,1643,54,36,13,41,25,669,109,Matches
Alex Scott,eng ENG,MF,22-146,15.7,889,61,201,476,223,22,889,34,16,47.1,13,38.2,457,2607,1165,31,22,9,22,12,539,28,Matches
Evanilson,br BRA,FW,26-100,15.6,390,14,42,170,179,70,390,27,6,22.2,12,44.4,210,947,309,10,7,5,35,26,262,58,Matches
Bafodé Diakité,fr FRA,DF,25-008,14.0,901,92,414,449,39,10,901,3,0,0.0,3,100.0,519,2419,1460,4,11,0,4,1,587,3,Matches
Tyler Adams,us USA,MF,26-334,13.3,851,50,238,497,123,7,851,10,4,40.0,5,50.0,455,2112,1048,12,17,0,16,5,502,7,Matches
Álex Jiménez,es ESP,"DF,FW",20-251,12.8,640,40,201,277,177,19,640,38,19,50.0,14,36.8,345,2629,1596,46,25,9,18,8,354,41,Matches
David Brooks,wls WAL,"FW,MF",28-190,10.4,532,6,68,189,289,62,532,35,15,42.9,17,48.6,319,1957,1060,30,23,12,23,5,374,93,Matches
Justin Kluivert,nl NED,MF,26-254,10.2,472,4,36,210,235,28,472,27,11,40.7,14,51.9,265,1572,814,21,20,2,24,15,302,74,Matches
Adam Smith,eng ENG,DF,34-260,5.8,241,19,72,126,45,9,241,1,0,0.0,0,0.0,84,292,119,2,2,2,7,0,113,9,Matches
Eli Junior Kroupi,fr FRA,"FW,MF",19-205,6.4,233,12,33,93,110,33,233,10,5,50.0,4,40.0,119,444,187,7,3,4,18,7,146,37,Matches
James Hill,eng ENG,DF,24-004,6.4,330,35,136,161,35,8,330,1,1,100.0,0,0.0,126,514,239,3,1,0,3,0,157,8,Matches
Lewis Cook,eng ENG,"MF,DF",28-345,5.6,417,21,92,228,102,3,417,2,2,100.0,0,0.0,237,1498,978,16,11,0,5,2,236,10,Matches
Veljko Milosavljević,rs SRB,DF,18-200,4.1,240,27,126,106,10,4,240,1,1,100.0,0,0.0,136,924,533,3,0,0,3,1,149,0,Matches
Amine Adli,ma MAR,"FW,MF",25-249,4.9,263,8,50,104,113,19,263,10,4,40.0,5,50.0,136,771,457,11,7,0,9,4,155,37,Matches
Ryan Christie,sct SCO,MF,30-326,3.3,248,11,39,119,96,13,248,20,9,45.0,8,40.0,151,892,452,8,12,2,8,4,167,9,Matches
Enes Ünal,tr TUR,"FW,MF",28-249,1.3,35,3,4,9,22,5,35,2,0,0.0,1,50.0,23,70,21,0,1,1,1,5,28,9,Matches
Ben Gannon-Doak,sct SCO,FW,20-064,0.6,36,2,5,7,24,4,36,3,0,0.0,3,100.0,25,227,122,4,3,4,2,0,29,10,Matches
Julio Soler,ar ARG,"DF,FW",20-332,0.4,29,1,4,14,12,1,29,0,0,,0,,23,115,44,1,0,1,0,0,22,3,Matches
Hamed Junior Traorè,ci CIV,MF,25-332,0.2,7,1,6,0,1,0,7,1,0,0.0,1,100.0,1,2,0,0,0,0,0,0,0,0,Matches
Ben Winterburn,eng ENG,MF,21-132,0.1,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.7,21.0,12265,1324,3825,5307,3275,518,12261,407,166,40.8,194,47.7,6666,37183,20493,392,297,102,326,179,7324,793,
Opponent Total,,,26.7,21.0,12002,1532,4301,4903,2933,542,11999,421,167,39.7,199,47.3,6117,32665,16390,345,227,118,358,165,7022,691,
