Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches
Dean Henderson,eng ENG,GK,28-308,21.0,767,608,753,14,0,0,767,1,1,100.0,0,0.0,432,2161,1132,0,0,0,0,0,339,0,Matches
Maxence Lacroix,fr FRA,DF,25-283,21.0,1218,218,671,498,51,31,1218,8,4,50.0,4,50.0,666,2942,1455,5,2,0,12,4,737,8,Matches
Tyrick Mitchell,eng ENG,DF,26-135,20.9,1136,79,386,446,317,34,1136,31,8,25.8,17,54.8,485,2448,1337,39,29,4,38,18,544,128,Matches
Jean-Philippe Mateta,fr FRA,FW,28-200,19.2,475,40,62,221,200,67,472,28,13,46.4,15,53.6,251,1166,517,16,16,10,50,30,325,83,Matches
Marc Guéhi,eng ENG,DF,25-185,20.0,1288,138,572,610,116,31,1288,5,2,40.0,3,60.0,748,3788,2218,24,15,0,10,7,822,10,Matches
Adam Wharton,eng ENG,MF,21-342,17.4,970,34,219,554,214,16,970,21,9,42.9,9,42.9,493,2212,1200,22,20,2,18,14,562,16,Matches
Chris Richards,us USA,DF,25-292,16.9,971,116,472,395,106,23,971,4,2,50.0,2,50.0,471,1957,824,7,6,0,9,5,533,7,Matches
Yeremi Pino,es ESP,MF,23-086,15.0,731,19,110,322,311,57,731,35,13,37.1,17,48.6,365,1722,943,28,27,8,30,21,425,93,Matches
Daniel Muñoz,co COL,"DF,MF",29-233,14.0,675,44,219,257,206,42,675,11,1,9.1,8,72.7,271,1289,591,21,10,5,17,2,326,75,Matches
Daichi Kamada,jp JPN,MF,29-162,12.9,616,16,128,342,158,24,616,18,8,44.4,7,38.9,326,1646,816,20,12,2,23,12,370,39,Matches
Ismaila Sarr,sn SEN,"MF,FW",27-323,11.2,345,23,61,152,141,40,345,18,5,27.8,8,44.4,197,1423,830,31,20,13,21,23,240,57,Matches
Will Hughes,eng ENG,MF,30-272,9.7,473,20,111,238,126,19,473,12,9,75.0,2,16.7,204,808,438,5,11,1,4,7,268,14,Matches
Jefferson Lerma,co COL,"MF,DF",31-081,8.4,528,26,135,282,116,16,528,4,1,25.0,2,50.0,230,797,367,4,5,1,2,3,286,7,Matches
Nathaniel Clyne,eng ENG,DF,34-284,4.6,208,7,62,75,71,10,208,7,4,57.1,3,42.9,94,406,222,8,5,3,4,0,104,30,Matches
Justin Devenny,nir NIR,"MF,DF",22-095,5.7,282,4,51,118,116,29,281,13,2,15.4,9,69.2,139,776,435,15,13,2,17,10,174,39,Matches
Eddie Nketiah,eng ENG,"MF,FW",26-229,4.7,192,7,35,87,72,26,192,16,5,31.3,11,68.8,116,746,361,16,9,6,24,11,124,24,Matches
Jaydee Canvot,fr FRA,DF,19-169,3.3,202,29,99,90,15,4,202,1,1,100.0,0,0.0,95,429,253,3,3,0,3,2,108,4,Matches
Brennan Johnson,wls WAL,MF,24-236,1.8,56,1,6,18,33,12,56,5,2,40.0,3,60.0,33,286,163,6,6,3,2,2,38,14,Matches
Eberechi Eze,eng ENG,MF,27-199,0.9,37,0,2,24,11,1,37,4,2,50.0,1,25.0,18,116,60,0,0,0,1,2,22,2,Matches
Christantus Uche,ng NGA,"MF,FW",22-240,1.3,73,1,4,32,38,13,73,1,0,0.0,0,0.0,39,117,52,2,0,1,10,4,53,15,Matches
Romain Esse,eng ENG,"FW,MF",20-246,0.5,33,0,3,16,15,3,33,3,1,33.3,1,33.3,23,104,59,1,1,1,4,2,26,10,Matches
Borna Sosa,hr CRO,DF,27-358,0.3,26,3,10,7,10,2,26,1,0,0.0,1,100.0,9,68,50,1,0,1,2,0,10,3,Matches
Joél Drakes-Thomas,eng ENG,MF,16-219,0.1,13,0,2,8,3,0,13,1,0,0.0,1,100.0,7,57,44,2,0,0,0,0,10,0,Matches
Kaden Rodney,eng ENG,MF,21-099,0.0,5,1,2,3,0,0,5,0,0,,0,,3,6,0,0,0,0,0,0,4,0,Matches
Odsonne Édouard,fr FRA,FW,27-363,0.0,4,0,1,0,3,0,4,0,0,,0,,2,5,4,0,0,0,0,0,2,0,Matches
Squad Total,,,26.8,21.0,11324,1434,4176,4809,2449,500,11320,248,93,37.5,124,50.0,5717,27475,14371,276,210,63,301,179,6452,678,
Opponent Total,,,27.0,21.0,14065,1482,4401,6723,3055,487,14063,387,162,41.9,187,48.3,7776,38826,20499,321,247,67,341,228,9184,843,
