Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches
Gabriel Gudmundsson,se SWE,DF,26-260,21,1740.0,83.0,92.1,19.3,20,86.0,14,1,22.0,0,1.05,27.0,33.0,-6.0,-0.31,0.89,27.1,26.6,0.4,0.02,0.84,Matches
Joe Rodon,wls WAL,DF,28-084,19,1649.0,87.0,87.2,18.3,19,87.0,17,0,,0,1.05,27.0,35.0,-8.0,-0.44,-0.44,26.0,26.1,-0.1,-0.01,0.3,Matches
Pascal Struijk,nl NED,DF,26-156,19,1629.0,86.0,86.2,18.1,18,90.0,18,1,9.0,2,1.0,26.0,31.0,-5.0,-0.28,0.76,27.1,25.1,2.0,0.11,1.13,Matches
Ethan Ampadu,wls WAL,MF,25-122,18,1589.0,88.0,84.1,17.7,18,88.0,14,0,,0,1.11,25.0,30.0,-5.0,-0.28,0.61,26.0,24.2,1.9,0.11,0.95,Matches
Jayden Bogle,eng ENG,DF,25-171,19,1580.0,83.0,83.6,17.6,18,87.0,11,1,8.0,0,1.11,23.0,30.0,-7.0,-0.4,-0.11,25.5,22.0,3.5,0.2,1.47,Matches
Anton Stach,de GER,MF,27-060,19,1530.0,81.0,81.0,17.0,18,83.0,14,1,31.0,1,1.0,25.0,28.0,-3.0,-0.18,1.07,24.0,22.8,1.2,0.07,0.6,Matches
Lucas Perri,br BRA,GK,28-035,16,1440.0,90.0,76.2,16.0,16,90.0,16,0,,1,1.13,23.0,29.0,-6.0,-0.37,0.03,22.4,26.0,-3.6,-0.22,-0.76,Matches
Dominic Calvert-Lewin,eng ENG,FW,28-304,19,1311.0,69.0,69.4,14.6,14,85.0,5,5,25.0,0,1.0,25.0,20.0,5.0,0.34,2.36,24.2,16.0,8.1,0.56,1.97,Matches
Brenden Aaronson,us USA,"FW,MF",25-084,20,1245.0,62.0,65.9,13.8,14,80.0,2,6,21.0,1,0.95,23.0,19.0,4.0,0.29,1.96,19.9,19.2,0.7,0.05,0.28,Matches
Noah Okafor,ch SUI,"FW,MF",25-235,18,1036.0,58.0,54.8,11.5,13,73.0,1,5,18.0,1,1.0,17.0,21.0,-4.0,-0.35,0.07,16.6,16.2,0.4,0.04,0.18,Matches
Jaka Bijol,si SVN,DF,26-343,12,982.0,82.0,52.0,10.9,11,85.0,8,1,45.0,8,1.17,17.0,18.0,-1.0,-0.09,0.6,15.6,16.7,-1.2,-0.11,-0.13,Matches
Sean Longstaff,eng ENG,MF,28-076,12,878.0,73.0,46.5,9.8,10,84.0,7,2,17.0,1,0.92,10.0,15.0,-5.0,-0.51,-0.25,11.5,11.2,0.3,0.03,0.13,Matches
Ao Tanaka,jp JPN,MF,27-126,18,711.0,40.0,37.6,7.9,7,72.0,0,11,19.0,2,1.17,12.0,15.0,-3.0,-0.38,0.0,11.8,12.4,-0.6,-0.07,-0.04,Matches
Ilia Gruev,bg BUL,MF,25-253,12,652.0,54.0,34.5,7.2,7,84.0,3,5,12.0,9,1.58,9.0,16.0,-7.0,-0.97,-0.89,8.3,14.8,-6.5,-0.9,-1.31,Matches
Lukas Nmecha,de GER,FW,27-031,18,603.0,34.0,31.9,6.7,6,71.0,0,12,15.0,0,0.94,7.0,14.0,-7.0,-1.04,-0.97,8.8,12.2,-3.4,-0.5,-0.68,Matches
Karl Darlow,wls WAL,GK,35-098,5,450.0,90.0,23.8,5.0,5,90.0,5,0,,15,0.8,6.0,8.0,-2.0,-0.4,-0.03,7.1,4.5,2.7,0.53,0.76,Matches
