Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Luke Shaw,eng ENG,DF,30-186,20.2,1036,1236,83.8,16962,5962,522,575,90.8,419,480,87.3,69,126,54.8,1,0.8,1.2,0.2,13,84,9,1,90,Matches
Bruno Fernandes,pt POR,MF,31-128,17.1,891,1127,79.1,16312,5798,409,450,90.9,333,398,83.7,127,214,59.3,8,5.7,5.1,2.3,56,122,36,6,145,Matches
Casemiro,br BRA,MF,33-325,14.5,655,805,81.4,11541,3767,289,329,87.8,284,331,85.8,66,102,64.7,1,2.0,1.6,-1.0,19,76,7,2,77,Matches
Diogo Dalot,pt POR,DF,26-302,15.6,593,771,76.9,10098,3669,279,319,87.5,257,329,78.1,48,90,53.3,2,2.3,1.5,-0.3,18,32,17,7,51,Matches
Bryan Mbeumo,cm CMR,MF,26-160,15.6,409,555,73.7,6585,1583,205,244,84.0,149,190,78.4,35,57,61.4,1,3.1,3.5,-2.1,26,27,23,10,44,Matches
Matheus Cunha,br BRA,"MF,FW",26-232,15.2,406,519,78.2,5558,1510,252,288,87.5,100,133,75.2,23,44,52.3,1,1.5,1.9,-0.5,20,36,16,5,57,Matches
Senne Lammens,be BEL,GK,23-191,15.0,289,501,57.7,8912,7021,46,46,100.0,144,148,97.3,99,305,32.5,0,0.0,0.0,0.0,0,9,0,0,2,Matches
Amad Diallo,ci CIV,"DF,MF",23-187,13.4,498,589,84.6,7440,1677,295,323,91.3,166,195,85.1,27,42,64.3,2,3.0,2.8,-1.0,28,20,19,4,49,Matches
Matthijs de Ligt,nl NED,DF,26-155,13.0,545,626,87.1,10094,3094,173,189,91.5,332,366,90.7,34,54,63.0,0,0.6,0.8,-0.6,3,25,7,4,23,Matches
Patrick Dorgu,dk DEN,"DF,FW",21-080,12.9,384,537,71.5,5613,1374,233,290,80.3,124,176,70.5,15,37,40.5,3,2.5,1.4,0.5,23,13,22,12,25,Matches
