Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Virgil van Dijk,nl NED,DF,34-190,21.0,1518,1689,89.9,28303,11576,581,598,97.2,793,841,94.3,127,216,58.8,0,0.2,0.5,-0.2,6,200,5,0,163,Matches
Ibrahima Konaté,fr FRA,DF,26-234,19.8,1164,1303,89.3,21407,7545,414,444,93.2,674,725,93.0,67,113,59.3,0,0.5,0.7,-0.5,5,118,6,0,84,Matches
Dominik Szoboszlai,hu HUN,"MF,DF",25-081,19.9,1153,1385,83.2,20474,4904,530,582,91.1,449,503,89.3,141,219,64.4,1,2.6,2.8,-1.6,35,122,28,9,143,Matches
Ryan Gravenberch,nl NED,MF,23-243,18.7,1062,1181,89.9,16909,4052,512,558,91.8,496,521,95.2,32,66,48.5,2,1.5,1.3,0.5,16,117,6,0,101,Matches
Milos Kerkez,hu HUN,DF,22-068,15.7,702,866,81.1,10928,2912,397,430,92.3,250,312,80.1,38,80,47.5,0,1.0,0.5,-1.0,14,59,12,6,78,Matches
Alexis Mac Allister,ar ARG,MF,27-021,15.4,673,792,85.0,10715,2905,357,389,91.8,255,287,88.9,44,74,59.5,2,1.5,0.9,0.5,14,74,11,1,68,Matches
Alisson,br BRA,GK,33-104,16.0,459,568,80.8,10652,7006,113,113,100.0,249,251,99.2,96,202,47.5,0,0.0,0.0,0.0,0,8,0,0,4,Matches
Florian Wirtz,de GER,"MF,FW",22-256,15.6,724,878,82.5,10020,2514,464,516,89.9,197,231,85.3,34,65,52.3,1,2.3,2.8,-1.3,34,59,29,0,101,Matches
Cody Gakpo,nl NED,FW,26-252,14.9,337,477,70.6,4776,1209,208,244,85.2,105,151,69.5,14,47,29.8,3,3.7,2.8,-0.7,26,21,18,4,48,Matches
Hugo Ekitike,fr FRA,FW,23-208,12.6,189,261,72.4,2214,379,126,161,78.3,47,60,78.3,3,5,60.0,2,1.5,1.2,0.5,11,5,6,0,12,Matches
Mohamed Salah,eg EGY,"FW,MF",33-213,13.1,328,470,69.8,4934,1539,196,232,84.5,101,146,69.2,24,56,42.9,3,3.0,2.4,0.0,32,15,36,4,63,Matches
Conor Bradley,nir NIR,DF,22-189,10.3,508,614,82.7,7981,2054,281,311,90.4,190,219,86.8,30,59,50.8,1,1.1,0.9,-0.1,4,43,9,3,44,Matches
Curtis Jones,eng ENG,MF,24-349,10.8,816,890,91.7,12698,3735,452,474,95.4,302,319,94.7,45,64,70.3,0,1.0,1.9,-1.0,13,98,20,1,105,Matches
Alexander Isak,se SWE,FW,26-115,5.6,46,71,64.8,651,113,23,28,82.1,17,25,68.0,1,3,33.3,1,0.6,0.1,0.4,2,3,1,0,8,Matches
Giorgi Mamardashvili,ge GEO,GK,25-107,5.0,156,201,77.6,3750,2468,42,42,100.0,78,79,98.7,36,80,45.0,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Andrew Robertson,sct SCO,DF,31-309,5.4,307,379,81.0,5129,1565,159,176,90.3,123,148,83.1,21,46,45.7,0,0.6,0.7,-0.6,10,40,8,5,41,Matches
Jeremie Frimpong,nl NED,"FW,DF",25-035,4.4,146,194,75.3,1990,400,92,102,90.2,48,68,70.6,1,7,14.3,1,1.3,0.7,-0.3,4,5,5,3,11,Matches
Joe Gomez,eng ENG,DF,28-236,2.8,113,155,72.9,1811,627,52,62,83.9,53,65,81.5,5,19,26.3,2,0.7,0.5,1.3,4,10,4,2,10,Matches
Federico Chiesa,it ITA,"FW,MF",28-081,2.7,62,99,62.6,880,263,38,46,82.6,22,38,57.9,1,7,14.3,1,1.3,0.5,-0.3,2,5,3,0,11,Matches
Rio Ngumoha,eng ENG,"FW,MF",17-138,0.6,30,35,85.7,417,36,18,19,94.7,11,14,78.6,0,0,,0,0.2,0.1,-0.2,5,0,0,0,1,Matches
Wataru Endo,jp JPN,"MF,DF",32-339,0.5,22,28,78.6,329,106,16,18,88.9,4,5,80.0,2,2,100.0,1,0.1,0.0,0.9,1,3,0,0,2,Matches
Trey Nyoni,eng ENG,FW,18-198,0.0,2,2,100.0,16,13,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Harvey Elliott,eng ENG,"MF,FW",22-285,0.0,4,8,50.0,52,7,3,6,50.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.0,21.0,10521,12546,83.9,177036,57928,5075,5552,91.4,4465,5009,89.1,762,1431,53.2,21,24.5,21.5,-3.5,239,1011,207,38,1098,
Opponent Total,,,26.8,21.0,6092,8131,74.9,109636,39276,2694,3105,86.8,2655,3124,85.0,603,1475,40.9,18,16.1,12.0,1.9,161,453,141,39,602,
