Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Dean Henderson,eng ENG,GK,28-308,21.0,431,720,59.9,11600,7732,121,121,100.0,177,179,98.9,127,413,30.8,0,0.0,0.1,0.0,1,21,4,0,3,Matches
Maxence Lacroix,fr FRA,DF,25-283,21.0,785,913,86.0,15833,5497,196,226,86.7,507,540,93.9,78,128,60.9,2,1.1,0.6,0.9,5,27,2,1,42,Matches
Tyrick Mitchell,eng ENG,DF,26-135,20.9,600,840,71.4,9458,3059,319,367,86.9,229,303,75.6,38,91,41.8,0,1.4,1.2,-1.4,16,20,21,12,33,Matches
Jean-Philippe Mateta,fr FRA,FW,28-200,19.2,164,261,62.8,2552,641,84,118,71.2,56,79,70.9,14,22,63.6,0,0.6,1.0,-0.6,5,13,10,2,24,Matches
Marc Guéhi,eng ENG,DF,25-185,20.0,913,1080,84.5,16392,6327,355,389,91.3,470,513,91.6,72,147,49.0,2,1.5,1.5,0.5,9,101,9,2,113,Matches
Adam Wharton,eng ENG,MF,21-342,17.4,607,800,75.9,11426,4509,228,276,82.6,290,339,85.5,77,143,53.8,2,3.9,4.5,-1.9,26,79,26,4,103,Matches
Chris Richards,us USA,DF,25-292,16.9,571,736,77.6,10852,3893,203,235,86.4,318,365,87.1,46,115,40.0,0,0.3,1.0,-0.3,4,26,3,1,33,Matches
Yeremi Pino,es ESP,MF,23-086,15.0,371,551,67.3,6132,2071,189,235,80.4,114,168,67.9,49,94,52.1,1,3.6,3.4,-2.6,27,25,17,2,68,Matches
Daniel Muñoz,co COL,"DF,MF",29-233,14.0,358,489,73.2,5849,2037,193,225,85.8,133,177,75.1,28,60,46.7,2,2.5,2.0,-0.5,7,17,15,5,29,Matches
Daichi Kamada,jp JPN,MF,29-162,12.9,376,479,78.5,6033,1889,197,231,85.3,134,162,82.7,31,60,51.7,0,1.2,1.5,-1.2,9,45,10,2,59,Matches
Ismaila Sarr,sn SEN,"MF,FW",27-323,11.2,156,226,69.0,2306,708,89,111,80.2,58,74,78.4,5,13,38.5,1,1.0,0.5,0.0,12,14,8,0,31,Matches
Will Hughes,eng ENG,MF,30-272,9.7,297,379,78.4,4541,1525,167,190,87.9,101,126,80.2,18,35,51.4,0,0.9,0.9,-0.9,13,27,10,2,44,Matches
Jefferson Lerma,co COL,"MF,DF",31-081,8.4,335,451,74.3,6148,2162,145,177,81.9,151,174,86.8,35,80,43.8,1,0.7,0.6,0.3,7,38,3,1,46,Matches
Nathaniel Clyne,eng ENG,DF,34-284,4.6,117,160,73.1,1659,458,76,87,87.4,32,49,65.3,7,9,77.8,1,1.1,0.6,-0.1,3,4,2,0,11,Matches
Justin Devenny,nir NIR,"MF,DF",22-095,5.7,133,196,67.9,2081,545,71,87,81.6,48,63,76.2,9,24,37.5,0,0.3,0.3,-0.3,7,9,1,0,13,Matches
Eddie Nketiah,eng ENG,"MF,FW",26-229,4.7,70,89,78.7,938,195,46,51,90.2,19,25,76.0,1,2,50.0,0,0.9,0.5,-0.9,7,5,1,0,9,Matches
Jaydee Canvot,fr FRA,DF,19-169,3.3,121,140,86.4,2141,727,55,62,88.7,56,61,91.8,9,12,75.0,0,0.0,0.1,0.0,0,10,2,0,10,Matches
Brennan Johnson,wls WAL,MF,24-236,1.8,19,35,54.3,255,29,11,16,68.8,5,12,41.7,1,4,25.0,0,0.2,0.1,-0.2,2,0,0,0,2,Matches
Eberechi Eze,eng ENG,MF,27-199,0.9,16,25,64.0,241,34,7,9,77.8,7,10,70.0,1,5,20.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Christantus Uche,ng NGA,"MF,FW",22-240,1.3,25,48,52.1,302,59,16,28,57.1,5,8,62.5,1,5,20.0,0,0.0,0.0,0.0,0,3,0,0,1,Matches
Romain Esse,eng ENG,"FW,MF",20-246,0.5,13,22,59.1,188,85,6,8,75.0,4,7,57.1,1,2,50.0,0,0.0,0.0,0.0,0,1,3,0,5,Matches
Borna Sosa,hr CRO,DF,27-358,0.3,9,19,47.4,128,34,6,9,66.7,3,5,60.0,0,5,0.0,0,0.1,0.1,-0.1,1,1,1,0,2,Matches
Joél Drakes-Thomas,eng ENG,MF,16-219,0.1,8,11,72.7,92,14,6,8,75.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,3,0,0,1,Matches
Kaden Rodney,eng ENG,MF,21-099,0.0,3,5,60.0,39,3,2,3,66.7,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Odsonne Édouard,fr FRA,FW,27-363,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.8,21.0,6498,8676,74.9,117186,44233,2788,3269,85.3,2920,3444,84.8,648,1469,44.1,12,21.3,20.7,-9.3,161,492,148,34,683,
Opponent Total,,,27.0,21.0,9287,11444,81.2,167859,54337,3838,4317,88.9,4473,5043,88.7,818,1574,52.0,12,16.3,19.1,-4.3,164,739,170,44,847,
