Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Gabriel Gudmundsson,se SWE,DF,26-260,19.3,612,845,72.4,9301,3506,342,388,88.1,208,273,76.2,36,107,33.6,0,2.0,1.9,-2.0,18,41,17,14,61,Matches
Joe Rodon,wls WAL,DF,28-084,18.3,790,897,88.1,15031,4753,232,257,90.3,503,543,92.6,45,71,63.4,0,0.4,0.2,-0.4,4,56,2,0,70,Matches
Pascal Struijk,nl NED,DF,26-156,18.1,941,1058,88.9,16467,5741,393,416,94.5,476,509,93.5,54,94,57.4,1,0.6,0.4,0.4,8,83,3,0,61,Matches
Ethan Ampadu,wls WAL,MF,25-122,17.7,792,988,80.2,14288,3873,320,362,88.4,384,442,86.9,71,142,50.0,0,0.1,0.9,-0.1,5,68,9,3,68,Matches
Jayden Bogle,eng ENG,DF,25-171,17.6,461,627,73.5,7708,2560,223,257,86.8,185,242,76.4,37,77,48.1,1,0.7,1.0,0.3,7,34,21,8,49,Matches
Anton Stach,de GER,MF,27-060,17.0,560,750,74.7,9360,2946,285,338,84.3,184,233,79.0,66,125,52.8,2,3.8,2.9,-1.8,40,51,16,5,84,Matches
Lucas Perri,br BRA,GK,28-035,16.0,357,632,56.5,10688,7977,50,51,98.0,183,187,97.9,124,393,31.6,0,0.0,0.0,0.0,0,12,0,0,0,Matches
Dominic Calvert-Lewin,eng ENG,FW,28-304,14.6,127,214,59.3,1512,383,84,125,67.2,28,48,58.3,4,10,40.0,1,1.3,0.9,-0.3,13,10,7,1,16,Matches
Brenden Aaronson,us USA,"FW,MF",25-084,13.8,309,399,77.4,4287,921,181,212,85.4,105,129,81.4,7,15,46.7,3,2.8,2.5,0.2,19,18,17,4,39,Matches
Noah Okafor,ch SUI,"FW,MF",25-235,11.5,152,225,67.6,2692,871,69,86,80.2,57,87,65.5,19,30,63.3,0,1.0,0.8,-1.0,11,15,14,3,28,Matches
Jaka Bijol,si SVN,DF,26-343,10.9,509,593,85.8,9926,3377,157,173,90.8,302,323,93.5,46,83,55.4,1,0.5,0.5,0.5,3,33,3,0,25,Matches
Sean Longstaff,eng ENG,MF,28-076,9.8,354,435,81.4,6475,1805,148,162,91.4,154,175,88.0,43,79,54.4,2,2.1,1.3,-0.1,20,31,4,2,31,Matches
Ao Tanaka,jp JPN,MF,27-126,7.9,310,379,81.8,4907,1086,163,184,88.6,115,132,87.1,20,32,62.5,0,0.6,0.6,-0.6,8,29,5,1,34,Matches
Ilia Gruev,bg BUL,MF,25-253,7.2,272,306,88.9,4177,1266,153,164,93.3,88,97,90.7,21,26,80.8,1,0.3,0.3,0.7,4,17,3,0,25,Matches
Lukas Nmecha,de GER,FW,27-031,6.7,77,120,64.2,1005,172,47,63,74.6,20,29,69.0,4,6,66.7,0,0.2,0.3,-0.2,2,3,0,0,7,Matches
Karl Darlow,wls WAL,GK,35-098,5.0,133,208,63.9,3849,2810,20,20,100.0,70,71,98.6,43,116,37.1,0,0.0,0.0,0.0,0,3,0,0,1,Matches
James Justin,eng ENG,"DF,FW",27-325,4.9,116,164,70.7,1868,639,62,74,83.8,41,60,68.3,10,22,45.5,0,0.0,0.0,0.0,0,10,0,0,11,Matches
Daniel James,wls WAL,FW,28-065,3.9,45,95,47.4,671,299,25,43,58.1,13,29,44.8,5,11,45.5,0,0.6,0.6,-0.6,7,7,3,2,10,Matches
Wilfried Gnonto,it ITA,"FW,MF",22-070,3.6,96,129,74.4,1334,321,64,73,87.7,21,32,65.6,6,9,66.7,1,0.6,0.5,0.4,5,6,3,1,13,Matches
Joël Piroe,nl NED,"FW,MF",26-165,2.3,66,80,82.5,1058,167,32,39,82.1,22,23,95.7,6,7,85.7,0,0.0,0.1,0.0,0,7,0,0,5,Matches
Sebastiaan Bornauw,be BEL,DF,26-298,1.8,51,67,76.1,816,377,27,31,87.1,19,23,82.6,4,8,50.0,0,0.0,0.0,0.0,0,4,1,1,3,Matches
Jack Harrison,eng ENG,"FW,DF",29-055,3.0,97,137,70.8,1529,451,52,61,85.2,31,43,72.1,8,19,42.1,0,0.4,0.2,-0.4,2,6,4,1,10,Matches
Sam Byram,eng ENG,DF,32-120,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.0,21.0,7228,9349,77.3,128961,46301,3130,3580,87.4,3209,3730,86.0,679,1482,45.8,13,17.7,15.9,-4.7,176,544,132,46,651,
Opponent Total,,,26.5,21.0,9090,11160,81.5,159817,52192,3967,4447,89.2,4193,4747,88.3,763,1484,51.4,24,21.0,19.8,3.0,188,755,163,48,844,
