Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Erling Haaland,no NOR,FW,25-177,20.2,151,238,63.4,1709,438,93,143,65.0,34,52,65.4,3,6,50.0,4,2.7,1.4,1.3,12,12,5,0,15,Matches
Rúben Dias,pt POR,DF,28-245,19.0,1308,1407,93.0,21829,7511,603,622,96.9,621,655,94.8,64,97,66.0,0,0.1,0.5,-0.1,3,114,2,2,84,Matches
Gianluigi Donnarumma,it ITA,GK,26-323,18.0,414,514,80.5,9904,6219,88,89,98.9,216,220,98.2,103,196,52.6,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Phil Foden,eng ENG,MF,25-231,17.4,811,983,82.5,12236,3004,495,537,92.2,217,252,86.1,74,141,52.5,2,3.3,3.5,-1.3,38,48,19,2,79,Matches
Matheus Nunes,pt POR,DF,27-140,17.5,1213,1388,87.4,18775,4636,661,705,93.8,476,540,88.1,54,91,59.3,3,0.8,1.2,2.2,10,93,10,3,93,Matches
Bernardo Silva,pt POR,MF,31-157,16.6,885,1004,88.1,13051,2984,516,547,94.3,276,310,89.0,55,80,68.8,2,2.3,1.8,-0.3,17,65,18,2,77,Matches
Nico O’Reilly,eng ENG,DF,20-299,16.4,755,896,84.3,9422,2587,520,564,92.2,183,222,82.4,15,43,34.9,3,2.6,1.4,0.4,15,33,10,4,37,Matches
Tijjani Reijnders,nl NED,MF,27-169,14.8,604,701,86.2,8530,1828,372,392,94.9,195,231,84.4,19,41,46.3,2,2.4,1.8,-0.4,15,54,12,0,59,Matches
Nicolás González,es ESP,MF,24-011,14.8,1012,1129,89.6,14828,3939,560,595,94.1,380,425,89.4,37,52,71.2,0,0.6,0.9,-0.6,8,96,6,1,83,Matches
Joško Gvardiol,hr CRO,DF,23-356,14.5,907,1013,89.5,15674,5221,396,417,95.0,428,466,91.8,65,95,68.4,2,0.4,0.7,1.6,4,111,8,1,101,Matches
Jeremy Doku,be BEL,"MF,FW",23-232,12.1,380,480,79.2,5557,1498,226,267,84.6,129,161,80.1,16,25,64.0,4,6.4,4.4,-2.4,39,26,37,8,56,Matches
Rayan Cherki,fr FRA,"MF,FW",22-150,9.3,524,641,81.7,7574,1844,293,331,88.5,189,216,87.5,19,49,38.8,7,5.7,5.1,1.3,32,34,32,3,58,Matches
Sávio,br BRA,"MF,FW",21-279,6.0,227,286,79.4,3123,548,140,160,87.5,70,85,82.4,9,16,56.3,1,0.7,1.2,0.3,6,3,10,4,11,Matches
Oscar Bobb,no NOR,"MF,FW",22-186,5.2,195,218,89.4,2572,565,134,141,95.0,52,58,89.7,4,8,50.0,1,0.7,1.2,0.3,10,6,16,2,18,Matches
Rodri,es ESP,MF,29-206,5.1,361,412,87.6,6048,1793,182,203,89.7,126,143,88.1,37,42,88.1,0,0.9,0.8,-0.9,9,29,5,0,34,Matches
Abdukodir Khusanov,uz UZB,DF,21-319,4.2,245,282,86.9,3912,1432,131,134,97.8,99,109,90.8,11,26,42.3,0,0.0,0.1,0.0,0,10,0,0,10,Matches
John Stones,eng ENG,DF,31-231,3.9,240,263,91.3,3988,1488,107,112,95.5,122,129,94.6,10,17,58.8,0,0.1,0.1,-0.1,1,12,1,0,15,Matches
Nathan Aké,nl NED,DF,30-330,4.5,276,308,89.6,4572,1487,124,126,98.4,136,149,91.3,10,24,41.7,0,0.4,0.3,-0.4,4,30,5,3,26,Matches
James Trafford,eng ENG,GK,23-096,3.0,88,118,74.6,1948,1257,25,27,92.6,43,43,100.0,19,46,41.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rayan Aït-Nouri,dz ALG,DF,24-222,2.3,111,127,87.4,1596,395,69,76,90.8,40,41,97.6,2,5,40.0,0,0.2,0.5,-0.2,3,7,0,0,7,Matches
Rico Lewis,eng ENG,"DF,MF",21-054,2.5,166,192,86.5,2652,616,80,88,90.9,70,75,93.3,11,16,68.8,1,1.3,1.2,-0.3,5,17,2,0,24,Matches
Omar Marmoush,eg EGY,"FW,MF",26-341,2.3,52,62,83.9,657,120,36,39,92.3,12,14,85.7,1,1,100.0,1,1.0,0.5,0.0,3,4,1,0,5,Matches
Max Alleyne,eng ENG,DF,20-177,1.0,77,84,91.7,1547,581,24,25,96.0,44,48,91.7,9,10,90.0,0,0.0,0.1,0.0,1,5,0,0,6,Matches
Divine Mukasa,eng ENG,MF,18-145,0.2,16,17,94.1,205,38,10,11,90.9,6,6,100.0,0,0,,0,0.1,0.2,-0.1,1,1,1,0,3,Matches
Mateo Kovačić,hr CRO,MF,31-253,0.1,22,22,100.0,291,59,14,14,100.0,7,7,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Squad Total,,,25.8,21.0,11040,12785,86.4,172200,52088,5899,6365,92.7,4171,4657,89.6,647,1127,57.4,33,32.3,28.5,0.7,236,818,200,35,902,
Opponent Total,,,26.6,21.0,7156,9026,79.3,128853,44799,3194,3599,88.7,3090,3540,87.3,714,1416,50.4,9,13.8,14.0,-4.8,121,487,115,31,530,
