Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Martin Dúbravka,sk SVK,GK,36-364,21.0,469,793,59.1,14917,11386,100,100,100.0,189,190,99.5,180,501,35.9,0,0.0,0.0,0.0,0,23,1,0,0,Matches
Kyle Walker,eng ENG,"DF,MF",35-231,19.8,697,1010,69.0,12450,4918,325,384,84.6,281,374,75.1,71,191,37.2,1,0.5,0.6,0.5,4,58,6,3,50,Matches
Maxime Estève,fr FRA,DF,23-233,17.1,618,695,88.9,10751,3800,259,271,95.6,314,341,92.1,33,65,50.8,0,0.4,0.4,-0.4,6,44,1,1,38,Matches
Josh Cullen,ie IRL,MF,29-282,16.8,733,887,82.6,11935,3166,388,425,91.3,283,334,84.7,50,98,51.0,2,2.1,1.4,-0.1,13,74,10,0,68,Matches
Quilindschy Hartman,nl NED,DF,24-061,14.9,464,675,68.7,7883,3070,235,261,90.0,187,253,73.9,36,107,33.6,4,1.5,1.5,2.5,15,34,13,6,44,Matches
Florentino Luís,pt POR,MF,26-148,14.6,561,666,84.2,8946,2509,302,339,89.1,192,222,86.5,45,61,73.8,1,0.4,0.3,0.6,8,60,7,1,63,Matches
Lesley Ugochukwu,fr FRA,MF,21-294,14.3,351,433,81.1,5168,1581,200,229,87.3,116,140,82.9,22,28,78.6,0,0.3,0.2,-0.3,6,40,3,0,39,Matches
Jaidon Anthony,eng ENG,"MF,FW",26-044,14.0,297,418,71.1,4653,944,153,195,78.5,108,137,78.8,19,43,44.2,1,0.6,1.3,0.4,16,19,9,4,19,Matches
Hjalmar Ekdal,se SWE,DF,27-085,12.9,402,476,84.5,7492,2518,140,153,91.5,226,246,91.9,34,63,54.0,0,0.1,0.3,-0.1,3,18,2,0,24,Matches
Josh Laurent,eng ENG,"DF,MF",30-253,11.8,284,385,73.8,4339,1462,142,164,86.6,123,158,77.8,11,42,26.2,0,0.4,0.2,-0.4,5,20,2,1,23,Matches
Lyle Foster,za RSA,FW,25-133,9.8,118,186,63.4,1569,268,75,102,73.5,26,39,66.7,6,10,60.0,1,0.8,0.4,0.2,8,7,3,0,12,Matches
