Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Jarrod Bowen,eng ENG,"FW,MF",29-025,21.0,338,496,68.1,4912,1110,186,222,83.8,118,163,72.4,14,42,33.3,1,2.0,1.6,-1.0,14,14,20,4,43,Matches
Lucas Paquetá,br BRA,"MF,FW",28-140,16.8,628,846,74.2,9796,2854,336,397,84.6,221,281,78.6,48,100,48.0,1,2.3,2.1,-1.3,23,68,17,2,95,Matches
Mateus Fernandes,pt POR,"MF,FW",21-188,16.6,646,750,86.1,10736,3014,319,344,92.7,225,254,88.6,75,109,68.8,1,1.3,1.4,-0.3,21,67,19,6,69,Matches
Max Kilman,eng ENG,DF,28-236,17.0,599,682,87.8,11515,3789,185,196,94.4,356,374,95.2,51,100,51.0,0,0.3,0.3,-0.3,4,32,2,1,38,Matches
Alphonse Areola,fr FRA,GK,32-321,17.0,290,535,54.2,9470,7368,45,45,100.0,121,121,100.0,124,368,33.7,1,0.0,0.0,1.0,1,9,0,0,0,Matches
El Hadji Malick Diouf,sn SEN,DF,21-017,15.4,463,647,71.6,7513,2642,255,289,88.2,160,214,74.8,40,107,37.4,3,0.8,0.8,2.2,8,27,10,5,36,Matches
Jean-Clair Todibo,fr FRA,DF,26-015,13.9,486,563,86.3,9086,3063,168,181,92.8,273,299,91.3,45,72,62.5,1,0.3,0.3,0.7,5,31,4,0,35,Matches
Crysencio Summerville,nl NED,"FW,MF",24-076,12.7,272,334,81.4,3781,866,175,193,90.7,79,91,86.8,9,19,47.4,1,0.5,0.8,0.5,9,16,8,2,38,Matches
Konstantinos Mavropanos,gr GRE,DF,28-034,12.1,487,570,85.4,9874,3570,147,159,92.5,268,289,92.7,59,105,56.2,0,0.0,0.3,0.0,0,32,2,0,33,Matches
Aaron Wan-Bissaka,cd COD,DF,28-049,11.2,391,505,77.4,5485,2118,243,273,89.0,115,155,74.2,20,38,52.6,0,0.6,0.5,-0.6,10,26,12,7,37,Matches
Freddie Potts,eng ENG,MF,22-124,10.8,388,501,77.4,6650,2120,193,219,88.1,144,168,85.7,40,85,47.1,1,1.1,0.4,-0.1,7,36,1,0,35,Matches
Kyle Walker-Peters,eng ENG,DF,28-276,10.6,448,526,85.2,6517,2296,269,290,92.8,147,175,84.0,18,35,51.4,0,0.2,0.3,-0.2,5,36,6,0,41,Matches
Soungoutou Magassa,fr FRA,MF,22-098,8.2,251,316,79.4,3993,1131,141,160,88.1,81,96,84.4,20,36,55.6,0,0.3,0.3,-0.3,4,21,2,1,19,Matches
Callum Wilson,eng ENG,FW,33-321,9.0,57,97,58.8,790,225,35,45,77.8,16,26,61.5,4,6,66.7,1,0.2,0.2,0.8,4,3,3,0,8,Matches
Tomáš Souček,cz CZE,"MF,FW",30-321,8.1,217,307,70.7,3330,874,114,149,76.5,77,102,75.5,13,28,46.4,0,0.1,0.1,-0.1,3,24,4,0,29,Matches
Oliver Scarles,eng ENG,DF,20-033,5.2,196,268,73.1,3065,1297,109,120,90.8,70,91,76.9,14,46,30.4,0,0.3,0.3,-0.3,2,18,1,1,13,Matches
James Ward-Prowse,eng ENG,MF,31-074,4.6,185,218,84.9,3214,1005,81,84,96.4,71,81,87.7,23,37,62.2,0,0.9,0.9,-0.9,12,19,5,1,20,Matches
Niclas Füllkrug,de GER,FW,32-339,4.5,58,94,61.7,693,113,44,64,68.8,8,13,61.5,2,3,66.7,0,0.7,0.2,-0.7,7,2,4,0,6,Matches
Mads Hermansen,dk DEN,GK,25-187,4.0,104,157,66.2,2719,1891,22,22,100.0,57,57,100.0,25,78,32.1,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Nayef Aguerd,ma MAR,DF,29-290,2.0,106,119,89.1,1731,663,52,53,98.1,47,49,95.9,5,13,38.5,0,0.0,0.0,0.0,0,12,0,0,9,Matches
Guido Rodríguez,ar ARG,MF,31-277,1.9,66,75,88.0,926,257,35,37,94.6,26,27,96.3,0,3,0.0,0,0.0,0.0,0.0,0,6,1,0,8,Matches
