Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches
Erling Haaland,no NOR,FW,25-177,20.2,0,0,0,15,14,2,1,3,7,0,0,0,26,53,29,64.6,Matches
Rúben Dias,pt POR,DF,28-245,19.0,2,0,0,13,8,0,5,19,5,0,0,0,58,49,26,65.3,Matches
Gianluigi Donnarumma,it ITA,GK,26-323,18.0,5,0,0,0,3,0,0,0,0,0,0,0,28,9,0,100.0,Matches
Phil Foden,eng ENG,MF,25-231,17.4,3,0,0,14,24,2,92,7,11,0,0,0,73,5,12,29.4,Matches
Matheus Nunes,pt POR,DF,27-140,17.5,3,0,0,9,16,2,26,25,29,0,1,0,104,21,17,55.3,Matches
Bernardo Silva,pt POR,MF,31-157,16.6,5,0,0,24,16,5,23,12,10,0,0,0,76,2,12,14.3,Matches
Nico O’Reilly,eng ENG,DF,20-299,16.4,3,0,0,22,8,1,24,12,25,0,0,0,65,30,26,53.6,Matches
Tijjani Reijnders,nl NED,MF,27-169,14.8,2,0,0,16,11,4,29,8,4,0,0,0,46,2,3,40.0,Matches
Nicolás González,es ESP,MF,24-011,14.8,4,0,0,26,17,0,2,19,25,0,0,0,76,28,24,53.8,Matches
Joško Gvardiol,hr CRO,DF,23-356,14.5,2,0,0,16,7,0,2,13,13,0,1,0,49,26,20,56.5,Matches
Jeremy Doku,be BEL,"MF,FW",23-232,12.1,0,0,0,15,30,3,37,9,10,2,0,0,51,2,6,25.0,Matches
Rayan Cherki,fr FRA,"MF,FW",22-150,9.3,1,0,0,5,19,0,41,5,10,0,0,0,50,0,4,0.0,Matches
Sávio,br BRA,"MF,FW",21-279,6.0,1,0,0,7,10,4,24,5,2,1,0,0,30,0,3,0.0,Matches
Oscar Bobb,no NOR,"MF,FW",22-186,5.2,1,0,0,5,9,0,5,3,5,0,0,0,18,3,5,37.5,Matches
Rodri,es ESP,MF,29-206,5.1,0,0,0,2,9,0,0,4,6,0,0,0,35,10,3,76.9,Matches
Abdukodir Khusanov,uz UZB,DF,21-319,4.2,1,0,0,3,4,0,0,8,8,0,0,0,18,3,3,50.0,Matches
John Stones,eng ENG,DF,31-231,3.9,0,0,0,0,0,0,4,2,0,0,0,0,17,9,1,90.0,Matches
Nathan Aké,nl NED,DF,30-330,4.5,1,0,0,1,6,0,3,4,5,0,0,0,8,9,6,60.0,Matches
James Trafford,eng ENG,GK,23-096,3.0,0,0,0,0,1,0,0,0,1,0,0,0,7,1,0,100.0,Matches
Rayan Aït-Nouri,dz ALG,DF,24-222,2.3,1,0,0,4,1,0,2,5,6,0,0,0,8,3,2,60.0,Matches
Rico Lewis,eng ENG,"DF,MF",21-054,2.5,0,0,0,2,5,0,1,5,1,0,0,0,9,0,1,0.0,Matches
Omar Marmoush,eg EGY,"FW,MF",26-341,2.3,0,0,0,3,6,1,2,2,3,0,0,0,9,1,2,33.3,Matches
Max Alleyne,eng ENG,DF,20-177,1.0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,0,100.0,Matches
Divine Mukasa,eng ENG,MF,18-145,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Mateo Kovačić,hr CRO,MF,31-253,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,25.8,21.0,35,0,0,203,224,24,323,174,189,3,2,0,865,269,205,56.8,
Opponent Total,,,26.6,21.0,39,1,0,231,196,52,296,199,262,1,3,3,826,205,269,43.2,
