Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches
Luke Shaw,eng ENG,DF,30-186,20.2,3,0,0,26,5,0,36,21,25,0,0,0,63,33,31,51.6,Matches
Bruno Fernandes,pt POR,MF,31-128,17.1,2,0,0,10,26,1,85,10,17,0,0,0,97,14,21,40.0,Matches
Casemiro,br BRA,MF,33-325,14.5,7,1,1,27,15,0,8,13,25,0,0,0,77,29,36,44.6,Matches
Diogo Dalot,pt POR,DF,26-302,15.6,2,0,0,12,7,3,37,13,16,0,0,0,69,30,18,62.5,Matches
Bryan Mbeumo,cm CMR,MF,26-160,15.6,3,0,0,13,20,7,62,4,5,1,0,0,54,6,45,11.8,Matches
Matheus Cunha,br BRA,"MF,FW",26-232,15.2,1,0,0,12,32,1,27,12,11,0,0,0,72,13,29,31.0,Matches
Senne Lammens,be BEL,GK,23-191,15.0,0,0,0,0,2,0,0,0,1,0,0,0,23,3,0,100.0,Matches
Amad Diallo,ci CIV,"DF,MF",23-187,13.4,1,0,0,11,25,5,28,7,14,1,0,0,60,9,14,39.1,Matches
Matthijs de Ligt,nl NED,DF,26-155,13.0,0,0,0,6,5,0,5,15,13,0,0,0,40,49,31,61.3,Matches
Patrick Dorgu,dk DEN,"DF,FW",21-080,12.9,5,0,0,16,38,6,53,13,27,0,0,0,57,36,32,52.9,Matches
Leny Yoro,fr FRA,DF,20-062,12.7,0,0,0,11,2,2,2,16,13,0,1,0,49,30,19,61.2,Matches
Benjamin Šeško,si SVN,FW,22-228,11.6,1,0,0,11,3,5,2,3,3,0,0,0,22,44,40,52.4,Matches
Mason Mount,eng ENG,MF,27-004,9.1,0,0,0,12,9,0,18,3,8,1,0,0,42,5,12,29.4,Matches
Ayden Heaven,eng ENG,DF,19-114,7.1,1,0,0,4,5,0,1,1,9,0,0,1,30,17,10,63.0,Matches
Manuel Ugarte,uy URU,MF,24-278,8.1,1,0,0,20,12,0,0,14,23,0,0,0,44,10,11,47.6,Matches
Altay Bayındır,tr TUR,GK,27-275,6.0,0,0,0,0,3,0,0,0,0,0,0,0,9,1,0,100.0,Matches
Noussair Mazraoui,ma MAR,DF,28-061,4.9,1,0,0,5,6,0,10,7,7,0,0,0,23,6,7,46.2,Matches
Joshua Zirkzee,nl NED,"FW,MF",24-237,5.4,1,0,0,8,4,1,3,1,5,0,0,0,14,16,23,41.0,Matches
Lisandro Martínez,ar ARG,DF,27-361,5.1,0,0,0,3,0,0,1,5,3,0,0,0,29,6,2,75.0,Matches
Harry Maguire,eng ENG,DF,32-315,3.8,0,0,0,5,0,0,1,3,1,0,0,0,13,15,6,71.4,Matches
Kobbie Mainoo,eng ENG,MF,20-270,2.6,0,0,0,4,4,1,5,1,3,0,0,0,14,2,10,16.7,Matches
Jack Fletcher,eng ENG,"MF,FW",18-301,1.2,0,0,0,2,1,0,0,1,2,0,0,0,4,1,4,20.0,Matches
Bendito Mantato,eng ENG,FW,17-354,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Shea Lacey,eng ENG,"FW,DF",18-275,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
Tyler Fredricson,eng ENG,DF,20-325,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Tyrell Malacia,nl NED,DF,26-150,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.3,21.0,29,1,1,218,224,32,385,163,232,3,1,1,905,375,401,48.3,
Opponent Total,,,26.6,21.0,46,2,0,236,209,39,401,197,199,1,4,2,859,401,375,51.7,
