player,nation,position,age,90s_played,shot_creating_actions,shot_creating_actions_per_90,live_passes_sca,dead_passes_sca,take_ons_sca,shots_sca,fouls_drawn_sca,def_sca,goal_creating_actions,gca_per_ninety,live_passes_gca,dead_passes_gca,take_ons_gca,shots_gca,fouls_drawn_gca,def_gca
Bruno Guimarães,BRA,MF,26,36.3,133,3.66,119,3,3,1,4,3,18,0.5,17,1,0,0,0,0
Dan Burn,ENG,DF,32,37.0,27,0.73,21,1,0,4,1,0,4,0.11,3,1,0,0,0,0
Alexander Isak,SWE,FW,24,30.6,92,3.01,70,1,8,9,2,2,14,0.46,11,0,1,0,1,1
Fabian Schär,SUI,DF,32,32.6,37,1.13,26,1,1,3,2,4,4,0.12,2,0,0,2,0,0
Valentino Livramento,ENG,DF,21,31.6,45,1.43,43,0,0,1,1,0,2,0.06,2,0,0,0,0,0
Jacob Murphy,ENG,FW,29,26.2,82,3.13,65,5,4,3,3,2,15,0.57,14,0,0,0,1,0
Joelinton,BRA,"MF,FW",27,26.6,61,2.29,46,2,1,5,1,6,9,0.34,7,0,0,1,0,1
Sandro Tonali,ITA,MF,24,29.2,78,2.67,50,10,3,6,6,3,9,0.31,8,1,0,0,0,0
Nick Pope,ENG,GK,32,28.0,7,0.25,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Anthony Gordon,ENG,"FW,MF",23,27.0,101,3.74,73,10,7,3,8,0,12,0.44,9,1,1,0,1,0
Lewis Hall,ENG,DF,19,24.3,63,2.59,44,18,0,0,1,0,6,0.25,5,1,0,0,0,0
Harvey Barnes,ENG,FW,26,19.5,64,3.27,44,1,7,6,6,0,9,0.46,6,0,1,1,1,0
Kieran Trippier,ENG,DF,33,14.5,54,3.71,32,20,0,2,0,0,6,0.41,4,2,0,0,0,0
Joe Willock,ENG,"MF,FW",24,12.1,45,3.73,36,0,3,3,1,2,4,0.33,4,0,0,0,0,0
Martin Dúbravka,SVK,GK,35,10.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sean Longstaff,ENG,MF,26,8.9,14,1.58,12,0,1,1,0,0,2,0.23,1,0,0,1,0,0
Sven Botman,NED,DF,24,4.6,4,0.87,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0
Lloyd Kelly,ENG,DF,25,3.4,2,0.59,2,0,0,0,0,0,1,0.3,1,0,0,0,0,0
Callum Wilson,ENG,FW,32,4.1,10,2.43,7,0,0,1,1,1,0,0.0,0,0,0,0,0,0
Emil Krafth,SWE,DF,29,3.8,3,0.79,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Lewis Miley,ENG,MF,18,3.5,4,1.15,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Miguel Almirón,PAR,FW,30,1.7,8,4.59,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0
William Osula,DEN,FW,20,1.5,4,2.69,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Matt Targett,ENG,DF,28,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Squad Total,,,27,38.0,938,24.68,711,73,39,53,37,25,115,3.03,94,7,3,5,4,2
Opponent Total,,,26,38.0,832,21.89,616,65,48,54,33,16,79,2.08,63,5,4,1,4,2
