player,nation,position,age,matches_played,starts,minutes,90s_played,goals,assists,goals_and_assists,non_pk_goals,pks_scored,pks_attempted,yellow_cards,red_cards,xG,npxG,xAG,npxG_plus_xAG,progressive_carries,progressive_passes,progressive_passes_received,goals_per_90,assists_per_90,goals_and_assists_per_90,non_pk_goals_per_90,npG_and_assists_per_90,xG_per_90,xAG_per_90,xG_plus_xAG_per_90,npxG_per_90,npxG_plus_xAG_per_90
Sean Longstaff,ENG,MF,26,25,8,798.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,4.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
Sven Botman,NED,DF,24,8,6,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24
Lloyd Kelly,ENG,DF,25,10,4,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26
Callum Wilson,ENG,FW,32,18,2,370.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,5.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12
Emil Krafth,SWE,DF,29,12,2,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Lewis Miley,ENG,MF,18,14,1,313.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,2.0,17.0,8.0,0.29,0.0,0.29,0.29,0.29,0.16,0.01,0.16,0.16,0.16
Miguel Almirón,PAR,FW,30,9,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45
William Osula,DEN,FW,20,14,0,134.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,5.0,4.0,17.0,0.67,0.0,0.67,0.67,0.67,0.11,0.1,0.21,0.11,0.21
Matt Targett,ENG,DF,28,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaal Lascelles,ENG,DF,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Murphy,IRL,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Neave,ENG,FW,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Ruddy,ENG,GK,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Shahar,ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisseas Vlachodimos,GRE,GK,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squad Total,,,27,38,418,3420.0,38.0,66.0,50.0,116.0,61.0,5.0,6.0,68.0,1.0,63.8,59.5,46.0,105.5,759.0,1595.0,1583.0,1.74,1.32,3.05,1.61,2.92,1.68,1.21,2.89,1.57,2.78
Opponent Total,,,26,38,418,3420.0,38.0,45.0,41.0,86.0,44.0,1.0,2.0,97.0,3.0,45.5,44.0,35.9,79.9,667.0,1273.0,1260.0,1.18,1.08,2.26,1.16,2.24,1.2,0.94,2.14,1.16,2.1
