Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Unnamed: 5_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 20_level_0_Matches
Bruno Guimarães,br BRA,MF,28-059,19.4,1084,1015,63,21,16,5,45,5,18,13,3,0,907,6,21,Matches
Sandro Tonali,it ITA,MF,25-251,15.9,932,848,82,30,2,7,60,6,35,17,13,0,755,2,13,Matches
Malick Thiaw,de GER,DF,24-159,16.5,883,866,15,13,0,5,7,2,0,0,0,0,780,2,5,Matches
Nick Woltemade,de GER,FW,23-334,14.0,217,214,1,1,1,0,2,0,0,0,0,0,156,2,10,Matches
Nick Pope,eng ENG,GK,33-270,14.8,428,288,139,38,0,0,0,0,0,0,0,0,287,1,0,Matches
Dan Burn,eng ENG,DF,33-250,13.9,689,608,80,12,0,0,9,65,0,0,0,0,518,1,17,Matches
Joelinton,br BRA,MF,29-153,13.6,530,514,15,11,1,0,5,4,0,0,0,0,434,1,13,Matches
Anthony Gordon,eng ENG,FW,24-324,11.1,371,356,15,2,3,3,49,9,3,2,0,0,268,0,3,Matches
Jacob Murphy,eng ENG,FW,30-324,11.2,418,398,16,1,4,4,90,11,4,3,1,0,261,4,21,Matches
Fabian Schär,ch SUI,DF,34-025,12.1,805,776,28,20,1,11,4,4,0,0,0,0,677,1,3,Matches
Valentino Livramento,eng ENG,DF,23-063,11.7,645,538,104,8,0,1,25,96,0,0,0,0,552,3,10,Matches
Lewis Miley,eng ENG,"MF,DF",19-258,11.4,648,589,59,9,0,3,26,28,17,12,5,0,572,0,10,Matches
Lewis Hall,eng ENG,DF,21-128,10.5,671,547,123,18,1,5,49,79,26,22,0,0,533,1,13,Matches
Harvey Barnes,eng ENG,FW,28-036,10.6,308,302,4,1,1,1,45,2,1,1,0,0,223,2,14,Matches
Sven Botman,nl NED,DF,26-002,7.8,434,414,20,17,0,7,1,0,0,0,0,0,375,0,3,Matches
Kieran Trippier,eng ENG,DF,35-117,7.8,583,460,123,30,1,2,45,69,24,9,10,2,463,0,5,Matches
Anthony Elanga,se SWE,"FW,MF",23-262,7.6,295,280,15,0,1,0,47,8,6,2,3,0,203,0,9,Matches
Aaron Ramsdale,eng ENG,GK,27-245,6.2,220,173,47,10,0,0,0,0,0,0,0,0,166,0,0,Matches
Jacob Ramsey,eng ENG,MF,24-231,5.7,283,282,1,1,0,0,5,0,0,0,0,0,255,0,3,Matches
Yoane Wissa,cd COD,FW,29-133,2.7,38,34,4,0,1,0,0,0,0,0,0,0,29,0,2,Matches
Joe Willock,eng ENG,"MF,FW",26-147,2.7,117,111,6,0,2,1,6,2,0,0,0,0,93,0,4,Matches
William Osula,dk DEN,FW,22-163,2.4,26,22,4,0,0,0,0,0,0,0,0,0,21,0,1,Matches
Emil Krafth,se SWE,DF,31-165,0.5,28,20,8,0,0,0,1,8,0,0,0,0,22,0,1,Matches
Jamaal Lascelles,eng ENG,DF,32-064,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Squad Total,,,27.4,21.0,10661,9663,972,243,35,55,521,398,134,81,35,2,8556,26,181,
Opponent Total,,,26.7,21.0,9433,8476,931,226,35,48,354,370,111,84,12,1,7292,26,173,
