Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Unnamed: 5_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 20_level_0_Matches
Đorđe Petrović,rs SRB,GK,26-098,21.0,609,422,181,45,0,0,0,0,0,0,0,0,423,6,1,Matches
Adrien Truffert,fr FRA,DF,24-055,20.5,1086,920,165,16,0,1,93,148,1,0,0,0,848,1,32,Matches
Antoine Semenyo,gh GHA,"FW,MF",26-007,20.0,615,544,68,0,0,4,28,68,0,0,0,0,423,3,15,Matches
Marcos Senesi,ar ARG,DF,28-249,19.5,1245,1160,73,40,8,2,19,10,0,0,0,0,943,12,15,Matches
Marcus Tavernier,eng ENG,"MF,FW",26-298,18.8,786,704,76,12,8,4,65,17,36,19,2,0,602,6,25,Matches
Alex Scott,eng ENG,MF,22-146,15.7,699,640,58,23,2,5,45,2,29,25,1,0,548,1,10,Matches
Evanilson,br BRA,FW,26-100,15.6,245,233,10,0,0,1,2,1,0,0,0,0,193,2,6,Matches
Bafodé Diakité,fr FRA,DF,25-008,14.0,747,725,22,20,1,3,1,0,0,0,0,0,658,0,4,Matches
Tyler Adams,us USA,MF,26-334,13.3,695,671,24,22,1,2,0,2,0,0,0,0,605,0,10,Matches
Álex Jiménez,es ESP,"DF,FW",20-251,12.8,511,426,80,12,0,6,26,68,0,0,0,0,396,5,14,Matches
David Brooks,wls WAL,"FW,MF",28-190,10.4,401,364,33,7,3,2,46,10,15,13,1,0,282,4,14,Matches
Justin Kluivert,nl NED,MF,26-254,10.2,375,323,52,7,4,1,42,1,20,14,2,0,280,0,8,Matches
Adam Smith,eng ENG,DF,34-260,5.8,200,163,36,6,0,0,6,30,0,0,0,0,140,1,2,Matches
Eli Junior Kroupi,fr FRA,"FW,MF",19-205,6.4,153,141,12,0,0,0,4,1,0,0,0,0,101,0,6,Matches
James Hill,eng ENG,DF,24-004,6.4,243,216,27,1,0,0,7,26,0,0,0,0,168,0,5,Matches
Lewis Cook,eng ENG,"MF,DF",28-345,5.6,357,316,39,10,0,0,26,15,14,11,0,0,288,2,2,Matches
Veljko Milosavljević,rs SRB,DF,18-200,4.1,190,187,3,2,0,2,0,1,0,0,0,0,161,0,1,Matches
Amine Adli,ma MAR,"FW,MF",25-249,4.9,189,178,9,1,2,1,12,5,2,2,0,0,135,2,7,Matches
Ryan Christie,sct SCO,MF,30-326,3.3,192,188,4,3,3,2,10,1,0,0,0,0,146,0,7,Matches
Enes Ünal,tr TUR,"FW,MF",28-249,1.3,20,20,0,0,0,0,2,0,0,0,0,0,11,0,1,Matches
Ben Gannon-Doak,sct SCO,FW,20-064,0.6,25,25,0,0,0,0,2,0,0,0,0,0,18,0,0,Matches
Julio Soler,ar ARG,"DF,FW",20-332,0.4,26,25,1,0,0,0,2,1,0,0,0,0,21,0,0,Matches
Hamed Junior Traorè,ci CIV,MF,25-332,0.2,3,2,1,0,0,0,1,0,1,1,0,0,2,0,0,Matches
Ben Winterburn,eng ENG,MF,21-132,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.7,21.0,9613,8594,974,227,32,36,439,407,118,85,6,0,7392,45,185,
Opponent Total,,,26.7,21.0,9332,8278,1031,307,31,30,356,399,98,67,17,3,7101,23,192,
