Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Leno,GER,GK,33,36.0,50,2,0,6,2,43.9,0.28,-4.1,-0.11,129,346,37.3,1177,162,22.7,28.9,160,49.4,41.0,480,21,4.4,30,0.83,13.4
