player,nation,position,age,90s_played,total_passes_attempted,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches,crosses,throw_ins_taken,corners_taken,inswinging_corners,outswinging_corners,straight_corners,total_passes_completed,passes_offside,passes_blocked
Milos Kerkez,HUN,DF,20,37.1,1776,1466,305,18,2,3,142,279,7,5,1,0,1346,5,55
Antoine Semenyo,GHA,FW,24,35.6,1119,1049,60,4,9,6,59,53,3,0,1,0,821,10,40
Illia Zabarnyi,UKR,DF,21,34.5,1710,1677,31,27,6,7,6,1,0,0,0,0,1404,2,10
Lewis Cook,ENG,"MF,DF",27,33.1,1585,1358,225,71,3,2,132,73,77,65,3,0,1224,2,26
Kepa Arrizabalaga,ESP,GK,29,31.0,1027,728,295,103,0,0,0,0,0,0,0,0,752,4,2
Justin Kluivert,NED,MF,25,26.0,782,683,92,8,5,6,85,10,35,30,0,0,582,7,18
Evanilson,BRA,FW,24,25.8,342,337,4,1,4,4,0,0,0,0,0,0,244,1,11
Ryan Christie,SCO,MF,29,23.5,1056,990,60,21,8,9,48,3,26,17,3,2,837,6,19
Dean Huijsen,ESP,DF,19,27.0,1625,1566,53,32,2,15,12,6,0,0,0,0,1355,6,12
Dango Ouattara,BFA,FW,22,22.3,612,579,30,0,5,5,88,26,3,1,0,0,367,3,22
Tyler Adams,USA,MF,25,21.8,1069,1025,38,34,2,1,3,4,0,0,0,0,902,6,14
Marcus Tavernier,ENG,"FW,MF",25,21.5,934,804,125,34,5,9,108,29,49,36,4,1,689,5,26
Adam Smith,ENG,DF,33,17.7,679,550,128,9,1,2,33,119,0,0,0,0,514,1,15
Marcos Senesi,ARG,DF,27,12.3,735,699,31,23,0,2,11,6,0,0,0,0,561,5,1
David Brooks,WAL,"FW,MF",27,10.7,411,366,44,14,3,0,52,10,17,7,4,0,310,1,14
Alex Scott,ENG,MF,20,8.4,342,317,23,10,2,4,7,1,5,3,0,0,286,2,6
Julian Araujo,MEX,DF,22,5.5,225,198,27,2,0,0,9,25,0,0,0,0,178,0,2
James Hill,ENG,DF,22,5.0,245,212,33,3,0,0,10,30,0,0,0,0,159,0,5
Mark Travers,IRL,GK,25,5.0,142,95,47,8,0,0,0,0,0,0,0,0,100,0,0
Enes Ünal,TUR,"FW,MF",27,3.8,99,96,2,1,1,1,4,0,0,0,0,0,63,1,6
Neto,BRA,GK,35,2.0,62,42,19,4,0,0,0,0,0,0,0,0,40,1,0
Luis Sinisterra,COL,"FW,MF",25,2.6,93,92,0,0,0,1,7,0,0,0,0,0,73,1,4
Philip Billing,DEN,MF,28,2.0,102,91,10,1,1,1,10,1,6,2,2,1,70,1,2
Max Aarons,ENG,DF,24,1.0,63,51,12,2,0,0,2,10,0,0,0,0,50,0,1
Daniel Jebbison,ENG,FW,20,1.3,42,42,0,0,0,0,3,0,0,0,0,0,33,0,1
Ben Winterburn,ENG,"MF,FW",19,0.3,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
Julio Soler,ARG,"DF,FW",19,0.1,14,14,0,0,0,0,1,0,0,0,0,0,11,0,1
Remy Rees-Dottin,ENG,FW,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zain Silcott-Duberry,MSR,FW,19,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Squad Total,,,25,38.0,16900,15136,1694,430,59,78,832,686,228,166,18,4,12977,70,314
Opponent Total,,,26,38.0,18037,16003,1992,569,68,59,601,800,184,103,44,4,14072,42,372
