Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
Lucas Perri,br BRA,GK,28-035,16.0,29,4,1,3,0,25.0,0.36,-4.0,-0.25,87,344,25.3,547,72,49.7,39.9,84,85.7,60.7,226,9,4.0,7,0.44,10.5,Matches
Karl Darlow,wls WAL,GK,35-098,5.0,8,0,1,0,1,5.2,0.26,-1.8,-0.37,30,100,30.0,181,28,43.6,37.7,26,80.8,56.9,82,5,6.1,4,0.8,11.4,Matches
Squad Total,,,27.0,21.0,37,4,2,3,1,30.2,0.33,-5.8,-0.28,117,444,26.4,678,100,51.8,37.7,160,58.1,43.8,308,14,4.5,11,0.52,11.4,
Opponent Total,,,26.5,21.0,29,3,2,6,0,28.5,0.32,-0.5,-0.03,84,260,32.3,583,85,31.7,31.7,159,47.2,38.9,288,15,5.2,28,1.33,14.5,
