Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
Nick Pope,eng ENG,GK,33-270,14.8,17,1,0,3,1,16.0,0.27,0.0,0.0,42,171,24.6,326,100,31.3,32.5,101,68.3,49.3,175,25,14.3,39,2.63,16.8,Matches
Aaron Ramsdale,eng ENG,GK,27-245,6.2,10,2,1,1,1,7.6,0.33,-1.4,-0.23,19,68,27.9,183,34,26.8,31.6,37,51.4,47.7,91,6,6.6,9,1.46,15.1,Matches
Squad Total,,,27.4,21.0,27,3,1,4,2,23.6,0.28,-1.4,-0.07,61,239,25.5,499,134,29.5,,148,62.2,47.9,266,31,11.7,48,2.29,,
Opponent Total,,,26.7,21.0,32,4,0,6,0,33.9,0.33,1.9,0.09,104,424,24.5,566,95,55.1,40.9,171,65.5,47.3,401,20,5.0,31,1.48,13.3,
