Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
Caoimhín Kelleher,ie IRL,GK,27-052,21.0,28,2,0,1,2,26.1,0.27,0.1,0.0,124,344,36.0,705,99,37.4,33.9,100,80.0,56.8,322,18,5.6,23,1.1,13.6,Matches
Squad Total,,,25.7,21.0,28,2,0,1,2,26.1,0.27,0.1,0.0,124,344,36.0,661,99,38.3,,144,63.2,47.2,322,18,5.6,23,1.1,,
Opponent Total,,,26.7,21.0,35,5,0,2,1,33.2,0.34,-0.8,-0.04,109,347,31.4,651,105,40.9,36.9,149,54.4,41.7,274,32,11.7,35,1.67,14.6,
