Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
Robert Sánchez,es ESP,GK,28-057,19.0,21,0,0,3,0,21.9,0.34,0.9,0.05,96,329,29.2,726,94,36.4,33.8,86,75.6,57.9,226,29,12.8,21,1.1,13.4,Matches
Filip Jørgensen,dk DEN,GK,23-273,1.9,3,0,0,1,0,3.0,0.5,0.0,0.01,10,24,41.7,87,7,21.8,26.9,7,71.4,49.3,31,0,0.0,3,1.56,17.7,Matches
Squad Total,,,24.7,21.0,24,0,0,4,0,24.9,0.35,0.9,0.04,106,353,30.0,758,101,37.3,,148,47.3,39.6,257,29,11.3,24,1.14,,
Opponent Total,,,27.0,21.0,34,2,2,9,0,38.4,0.39,4.4,0.21,125,381,32.8,627,102,47.4,38.2,171,49.1,39.0,283,16,5.7,29,1.38,13.2,
