Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
Dean Henderson,eng ENG,GK,28-308,21.0,23,2,1,5,0,26.7,0.33,3.7,0.18,88,366,24.0,569,82,48.2,38.7,150,61.3,49.1,312,12,3.8,18,0.86,12.3,Matches
Squad Total,,,26.8,21.0,23,2,1,5,0,26.7,0.33,3.7,0.18,88,366,24.0,551,82,49.5,,168,55.4,45.0,312,12,3.8,18,0.86,,
Opponent Total,,,27.0,21.0,22,4,0,4,1,27.1,0.31,6.1,0.29,87,243,35.8,659,89,27.3,30.5,163,38.7,35.8,251,25,10.0,33,1.57,14.6,
