Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
Bernd Leno,de GER,GK,33-316,21.0,30,2,0,6,2,26.1,0.32,-1.9,-0.09,63,246,25.6,740,92,25.1,29.3,112,53.6,43.1,289,13,4.5,14,0.67,11.2,Matches
Squad Total,,,28.7,21.0,30,2,0,6,2,26.1,0.32,-1.9,-0.09,63,246,25.6,686,92,26.8,,166,37.3,32.0,289,13,4.5,14,0.67,,
Opponent Total,,,26.5,21.0,30,1,0,6,3,26.1,0.36,-0.9,-0.04,74,266,27.8,575,84,33.4,33.3,151,49.0,41.0,276,9,3.3,25,1.19,16.3,
