Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
Senne Lammens,be BEL,GK,23-191,15.0,21,1,2,4,1,21.5,0.39,1.5,0.1,84,278,30.2,421,34,50.1,39.1,78,85.9,58.1,245,13,5.3,13,0.87,14.5,Matches
Altay Bayındır,tr TUR,GK,27-275,6.0,11,0,0,2,0,9.4,0.43,-1.6,-0.26,28,95,29.5,176,15,47.7,37.5,16,68.8,49.1,63,6,9.5,7,1.17,13.0,Matches
Squad Total,,,26.3,21.0,32,1,2,6,1,30.9,0.4,-0.1,0.0,112,373,30.0,547,49,53.9,,144,54.2,39.6,308,19,6.2,20,0.95,,
Opponent Total,,,26.6,21.0,36,2,1,6,2,31.9,0.27,-2.1,-0.1,127,415,30.6,579,88,48.9,38.7,198,66.7,48.7,308,15,4.9,25,1.19,11.8,
