player,nation,position,age,90s_played,goals_against,pk_allowed,fk_goals_against,corner_goals_against,ogs_against_gk,post_shot_xg,post_shot_xg_per_shot_on_target,post_shot_xg_goals_allowed_diff,post_shot_xg_goals_allowed_p90_diff,launched_passes_completed,launched_passes_attempted,pass_completion_percent,passes_attempted_non_goal_kick,throws_attempted,non_goal_kick_launch_percent,non_goal_kick_avg_pass_length,goal_kicks_attempted,launched_goal_kick_percentage,avg_goal_kick_length,crosses_faced,crosses_stopped,crosses_stopped_percent,defensive_actions_outside_pen_area,defensive_actions_outside_pen_area_per_ninety,avg_distance_of_defensive_actions
Kepa Arrizabalaga,ESP,GK,29,31.0,39,4,0,4,0,41.0,0.28,2.0,0.07,132,365,36.2,831,122,33.2,32.9,192,46.4,38.7,367,22,6.0,54,1.74,16.0
Mark Travers,IRL,GK,25,5.0,5,0,1,1,0,9.5,0.38,4.5,0.89,33,73,45.2,103,29,41.7,36.3,39,76.9,55.8,63,1,1.6,5,1.0,12.9
Neto,BRA,GK,35,2.0,2,0,0,0,0,4.3,0.35,2.3,1.17,9,27,33.3,46,7,43.5,36.8,15,46.7,38.9,30,2,6.7,3,1.5,12.6
Squad Total,,,25,38.0,46,4,1,5,0,54.8,0.3,8.8,0.23,174,465,37.4,960,158,35.2,,266,47.7,39.4,460,25,5.4,62,1.63,
Opponent Total,,,26,38.0,58,6,1,5,1,65.0,0.3,8.0,0.21,242,673,36.0,1233,155,41.2,36.5,343,48.1,37.5,637,47,7.4,50,1.32,13.7
