player,nation,position,age,90s_played,goals_against,pk_allowed,fk_goals_against,corner_goals_against,ogs_against_gk,post_shot_xg,post_shot_xg_per_shot_on_target,post_shot_xg_goals_allowed_diff,post_shot_xg_goals_allowed_p90_diff,launched_passes_completed,launched_passes_attempted,pass_completion_percent,passes_attempted_non_goal_kick,throws_attempted,non_goal_kick_launch_percent,non_goal_kick_avg_pass_length,goal_kicks_attempted,launched_goal_kick_percentage,avg_goal_kick_length,crosses_faced,crosses_stopped,crosses_stopped_percent,defensive_actions_outside_pen_area,defensive_actions_outside_pen_area_per_ninety,avg_distance_of_defensive_actions
Dean Henderson,ENG,GK,28,36.0,48,1,1,3,3,47.7,0.34,2.7,0.08,149,563,26.5,893,110,46.9,38.4,258,55.8,44.7,512,27,5.3,39,1.08,14.5
Squad Total,,,27,36.0,48,1,1,3,3,47.7,0.34,2.7,0.08,149,563,26.5,876,110,47.8,,275,52.4,42.4,512,27,5.3,39,1.08,
Opponent Total,,,26,36.0,46,3,0,10,2,51.0,0.3,7.0,0.19,174,439,39.6,1161,190,28.8,30.6,239,43.9,36.9,480,39,8.1,48,1.33,13.9
