Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
Luke Shaw,eng ENG,DF,30-186,21,21,1817.0,20.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.8,0.9,39.0,90.0,32.0,0.0,0.05,0.05,0.0,0.05,0.0,0.04,0.05,0.0,0.05,Matches
Bruno Fernandes,pt POR,MF,31-128,18,18,1535.0,17.1,5.0,8.0,13.0,3.0,2.0,4.0,2.0,0.0,7.0,4.0,5.7,9.7,29.0,145.0,59.0,0.29,0.47,0.76,0.18,0.64,0.41,0.33,0.75,0.23,0.57,Matches
Casemiro,br BRA,MF,33-325,19,18,1301.0,14.5,4.0,1.0,5.0,4.0,0.0,0.0,7.0,1.0,3.1,3.1,2.0,5.1,10.0,77.0,24.0,0.28,0.07,0.35,0.28,0.35,0.21,0.14,0.35,0.21,0.35,Matches
Diogo Dalot,pt POR,DF,26-302,19,16,1407.0,15.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,2.3,3.6,28.0,51.0,93.0,0.06,0.13,0.19,0.06,0.19,0.08,0.15,0.23,0.08,0.23,Matches
Bryan Mbeumo,cm CMR,MF,26-160,16,16,1403.0,15.6,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,5.5,5.5,3.1,8.7,41.0,44.0,145.0,0.38,0.06,0.45,0.38,0.45,0.36,0.2,0.56,0.36,0.56,Matches
Matheus Cunha,br BRA,"MF,FW",26-232,18,16,1372.0,15.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,5.1,5.1,1.5,6.6,54.0,57.0,78.0,0.26,0.07,0.33,0.26,0.33,0.33,0.1,0.43,0.33,0.43,Matches
Senne Lammens,be BEL,GK,23-191,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Amad Diallo,ci CIV,"DF,MF",23-187,15,14,1203.0,13.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,3.7,3.7,3.0,6.6,71.0,49.0,122.0,0.15,0.15,0.3,0.15,0.3,0.27,0.22,0.5,0.27,0.5,Matches
Matthijs de Ligt,nl NED,DF,26-155,13,13,1170.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.6,2.0,3.0,23.0,7.0,0.08,0.0,0.08,0.08,0.08,0.11,0.05,0.16,0.11,0.16,Matches
Patrick Dorgu,dk DEN,"DF,FW",21-080,20,12,1165.0,12.9,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,2.5,3.7,45.0,25.0,114.0,0.08,0.23,0.31,0.08,0.31,0.09,0.19,0.29,0.09,0.29,Matches
Leny Yoro,fr FRA,DF,20-062,21,12,1141.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,14.0,58.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Matches
Benjamin Šeško,si SVN,FW,22-228,17,11,1044.0,11.6,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,5.0,5.0,0.4,5.4,8.0,13.0,56.0,0.34,0.09,0.43,0.34,0.43,0.43,0.03,0.47,0.43,0.47,Matches
Mason Mount,eng ENG,MF,27-004,16,10,815.0,9.1,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.5,1.5,1.1,2.6,14.0,51.0,48.0,0.33,0.0,0.33,0.33,0.33,0.16,0.12,0.28,0.16,0.28,Matches
Ayden Heaven,eng ENG,DF,19-114,10,8,637.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,4.0,18.0,3.0,0.0,0.14,0.14,0.0,0.14,0.05,0.05,0.1,0.05,0.1,Matches
Manuel Ugarte,uy URU,MF,24-278,15,7,727.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,11.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Altay Bayındır,tr TUR,GK,27-275,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Noussair Mazraoui,ma MAR,DF,28-061,9,6,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,9.0,47.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Matches
Joshua Zirkzee,nl NED,"FW,MF",24-237,14,4,490.0,5.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.9,1.9,0.9,2.8,3.0,16.0,27.0,0.37,0.18,0.55,0.37,0.55,0.36,0.17,0.52,0.36,0.52,Matches
Lisandro Martínez,ar ARG,DF,27-361,9,4,458.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,8.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,Matches
Harry Maguire,eng ENG,DF,32-315,8,4,345.0,3.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,2.0,15.0,2.0,0.26,0.26,0.52,0.26,0.52,0.08,0.09,0.18,0.08,0.18,Matches
Kobbie Mainoo,eng ENG,MF,20-270,12,0,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,13.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.14,0.03,0.14,Matches
Jack Fletcher,eng ENG,"MF,FW",18-301,3,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches
Bendito Mantato,eng ENG,FW,17-354,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches
Shea Lacey,eng ENG,"FW,DF",18-275,2,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches
Tyler Fredricson,eng ENG,DF,20-325,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tyrell Malacia,nl NED,DF,26-150,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tyler Fletcher,sct SCO,MF,18-301,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tom Heaton,eng ENG,GK,39-274,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Godwill Kukonki,eng ENG,DF,17-342,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
