Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
Gabriel Gudmundsson,se SWE,DF,26-260,21,20,1740.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,2.0,2.8,51.0,61.0,74.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,Matches
Joe Rodon,wls WAL,DF,28-084,19,19,1649.0,18.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.4,1.3,16.0,70.0,9.0,0.11,0.0,0.11,0.11,0.11,0.05,0.02,0.07,0.05,0.07,Matches
Pascal Struijk,nl NED,DF,26-156,19,18,1629.0,18.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.6,2.7,6.0,61.0,6.0,0.0,0.06,0.06,0.0,0.06,0.11,0.03,0.15,0.11,0.15,Matches
Ethan Ampadu,wls WAL,MF,25-122,18,18,1589.0,17.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.6,1.6,0.1,1.8,21.0,68.0,17.0,0.06,0.0,0.06,0.06,0.06,0.09,0.01,0.1,0.09,0.1,Matches
Jayden Bogle,eng ENG,DF,25-171,19,18,1580.0,17.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.7,1.8,32.0,49.0,65.0,0.0,0.06,0.06,0.0,0.06,0.07,0.04,0.1,0.07,0.1,Matches
Anton Stach,de GER,MF,27-060,19,18,1530.0,17.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.1,2.1,3.8,5.9,31.0,84.0,49.0,0.18,0.12,0.29,0.18,0.29,0.13,0.22,0.35,0.13,0.35,Matches
Lucas Perri,br BRA,GK,28-035,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dominic Calvert-Lewin,eng ENG,FW,28-304,19,14,1311.0,14.6,9.0,1.0,10.0,7.0,2.0,2.0,1.0,0.0,8.1,6.5,1.3,7.8,9.0,16.0,66.0,0.62,0.07,0.69,0.48,0.55,0.55,0.09,0.64,0.44,0.53,Matches
Brenden Aaronson,us USA,"FW,MF",25-084,20,14,1245.0,13.8,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,2.9,2.9,2.8,5.7,29.0,39.0,88.0,0.29,0.22,0.51,0.29,0.51,0.21,0.2,0.41,0.21,0.41,Matches
Noah Okafor,ch SUI,"FW,MF",25-235,18,13,1036.0,11.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.7,2.7,1.0,3.7,38.0,28.0,86.0,0.17,0.0,0.17,0.17,0.17,0.24,0.09,0.32,0.24,0.32,Matches
Jaka Bijol,si SVN,DF,26-343,12,11,982.0,10.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,6.0,25.0,3.0,0.09,0.09,0.18,0.09,0.18,0.04,0.05,0.09,0.04,0.09,Matches
Sean Longstaff,eng ENG,MF,28-076,12,10,878.0,9.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,2.1,2.8,3.0,31.0,14.0,0.1,0.21,0.31,0.1,0.31,0.08,0.21,0.29,0.08,0.29,Matches
Ao Tanaka,jp JPN,MF,27-126,18,7,711.0,7.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,5.0,34.0,20.0,0.25,0.0,0.25,0.25,0.25,0.1,0.07,0.18,0.1,0.18,Matches
Ilia Gruev,bg BUL,MF,25-253,12,7,652.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,2.0,25.0,3.0,0.0,0.14,0.14,0.0,0.14,0.0,0.05,0.05,0.0,0.05,Matches
Lukas Nmecha,de GER,FW,27-031,18,6,603.0,6.7,4.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,4.4,2.7,0.2,2.9,8.0,7.0,36.0,0.6,0.0,0.6,0.45,0.45,0.65,0.03,0.68,0.4,0.43,Matches
Karl Darlow,wls WAL,GK,35-098,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
James Justin,eng ENG,"DF,FW",27-325,12,4,437.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
