Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
Daniel James,wls WAL,FW,28-065,10,4,354.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.4,17.0,10.0,41.0,0.0,0.0,0.0,0.0,0.0,0.19,0.16,0.35,0.19,0.35,Matches
Wilfried Gnonto,it ITA,"FW,MF",22-070,12,4,324.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,7.0,13.0,22.0,0.0,0.28,0.28,0.0,0.28,0.06,0.15,0.21,0.06,0.21,Matches
Joël Piroe,nl NED,"FW,MF",26-165,10,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,3.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches
Sebastiaan Bornauw,be BEL,DF,26-298,5,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jack Harrison,eng ENG,"FW,DF",29-055,11,1,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,8.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.23,0.09,0.23,Matches
Sam Byram,eng ENG,DF,32-120,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Samuel Chambers,eng ENG,MF,18-149,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harry Gray,eng ENG,FW,17-098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Illan Meslier,fr FRA,GK,25-318,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Largie Ramazani,be BEL,"FW,MF",24-321,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.0,21,231,1890.0,21.0,29.0,13.0,42.0,26.0,3.0,4.0,31.0,0.0,29.5,26.3,17.7,43.9,294.0,651.0,642.0,1.38,0.62,2.0,1.24,1.86,1.41,0.84,2.25,1.25,2.09,
Opponent Total,,,26.5,21,231,1890.0,21.0,36.0,24.0,60.0,32.0,4.0,4.0,34.0,0.0,30.5,27.3,21.0,48.3,352.0,844.0,836.0,1.71,1.14,2.86,1.52,2.67,1.45,1.0,2.45,1.3,2.3,
