Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
James Hill,eng ENG,DF,24-004,12,5,576.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,3.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Lewis Cook,eng ENG,"MF,DF",28-345,11,4,501.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.3,0.3,16.0,34.0,10.0,0.0,0.18,0.18,0.0,0.18,0.01,0.05,0.06,0.01,0.06,Matches
Veljko Milosavljević,rs SRB,DF,18-200,6,4,367.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Amine Adli,ma MAR,"FW,MF",25-249,17,3,442.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.4,11.0,19.0,37.0,0.2,0.0,0.2,0.2,0.2,0.2,0.09,0.3,0.2,0.3,Matches
Ryan Christie,sct SCO,MF,30-326,11,1,296.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,1.2,8.0,25.0,9.0,0.3,0.0,0.3,0.3,0.3,0.35,0.02,0.37,0.35,0.37,Matches
Enes Ünal,tr TUR,"FW,MF",28-249,9,0,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,0.76,0.0,0.76,0.76,0.76,0.74,0.0,0.74,0.74,0.74,Matches
Ben Gannon-Doak,sct SCO,FW,20-064,4,0,57.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,4.0,1.0,10.0,0.0,1.58,1.58,0.0,1.58,0.14,0.91,1.04,0.14,1.04,Matches
Julio Soler,ar ARG,"DF,FW",20-332,3,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hamed Junior Traorè,ci CIV,MF,25-332,1,0,17.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,5.29,5.29,0.0,5.29,0.0,1.1,1.1,0.0,1.1,Matches
Ben Winterburn,eng ENG,MF,21-132,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Julian Araujo,mx MEX,DF,24-154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Philip Billing,dk DEN,MF,29-217,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Malcom Dacosta,ec ECU,MF,17-272,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Will Dennis,eng ENG,GK,25-188,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Romain Faivre,fr FRA,"FW,MF",27-184,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Fraser Forster,eng ENG,GK,37-303,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Remy Rees-Dottin,eng ENG,FW,19-314,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.7,21,231,1890.0,21.0,34.0,18.0,52.0,32.0,2.0,3.0,51.0,1.0,32.0,29.7,18.5,48.2,392.0,800.0,793.0,1.62,0.86,2.48,1.52,2.38,1.53,0.88,2.41,1.41,2.29,
Opponent Total,,,26.7,21,231,1890.0,21.0,39.0,26.0,65.0,36.0,3.0,3.0,43.0,1.0,31.2,29.0,22.3,51.3,345.0,709.0,691.0,1.86,1.24,3.1,1.71,2.95,1.49,1.06,2.55,1.38,2.44,
