Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
Lyle Foster,za RSA,FW,25-133,14,11,883.0,9.8,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,0.8,2.4,13.0,12.0,55.0,0.2,0.1,0.31,0.2,0.31,0.16,0.08,0.24,0.16,0.24,Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",27-117,18,9,861.0,9.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.4,2.6,16.0,22.0,61.0,0.0,0.1,0.1,0.0,0.1,0.12,0.14,0.27,0.12,0.27,Matches
Loum Tchaouna,fr FRA,"MF,FW",22-128,16,9,759.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.1,13.0,18.0,31.0,0.12,0.0,0.12,0.12,0.12,0.1,0.03,0.13,0.1,0.13,Matches
Axel Tuanzebe,cd COD,DF,28-061,8,8,706.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Zian Flemming,nl NED,FW,27-166,15,8,667.0,7.4,5.0,0.0,5.0,3.0,2.0,2.0,3.0,0.0,3.2,1.6,0.2,1.8,1.0,11.0,28.0,0.67,0.0,0.67,0.4,0.4,0.43,0.03,0.46,0.22,0.25,Matches
Armando Broja,al ALB,FW,24-126,15,6,635.0,7.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,0.3,2.2,14.0,6.0,32.0,0.14,0.14,0.28,0.14,0.28,0.27,0.04,0.32,0.27,0.32,Matches
Lucas,br BRA,"DF,MF",24-296,7,6,502.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3,0.6,12.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.1,0.05,0.1,Matches
Hannibal Mejbri,tn TUN,MF,22-358,14,5,460.0,5.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.1,1.4,13.0,21.0,19.0,0.0,0.2,0.2,0.0,0.2,0.06,0.21,0.27,0.06,0.27,Matches
Marcus Edwards,eng ENG,"FW,MF",27-042,11,3,403.0,4.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.9,2.6,22.0,24.0,44.0,0.0,0.45,0.45,0.0,0.45,0.15,0.42,0.57,0.15,0.57,Matches
Bashir Humphreys,eng ENG,DF,22-305,5,3,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,5.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Oliver Sonne,pe PER,"DF,FW",25-065,7,1,169.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,5.0,7.0,0.53,0.0,0.53,0.53,0.53,0.29,0.02,0.31,0.29,0.31,Matches
Joe Worrall,eng ENG,DF,29-004,6,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mike Trésor,be BEL,"MF,FW",26-231,4,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ashley Barnes,eng ENG,FW,36-076,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.86,Matches
Jaydon Amauri Banel,nl NED,MF,21-087,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Enock Agyei,be BEL,FW,21-001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
George Brierley,eng ENG,MF,18-055,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Oliver Pimlott,eng ENG,MF,18-282,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Aaron Ramsey,eng ENG,MF,22-358,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Max Weiß,de GER,GK,21-213,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.8,21,231,1890.0,21.0,21.0,15.0,36.0,19.0,2.0,2.0,34.0,2.0,17.9,16.3,12.6,28.9,217.0,536.0,531.0,1.0,0.71,1.71,0.9,1.62,0.85,0.6,1.45,0.78,1.38,
Opponent Total,,,26.6,21,231,1890.0,21.0,38.0,21.0,59.0,33.0,5.0,5.0,25.0,0.0,41.0,37.1,28.1,65.2,501.0,879.0,873.0,1.81,1.0,2.81,1.57,2.57,1.95,1.34,3.29,1.77,3.11,
