Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches
David Raya,es ESP,GK,30-121,21,21,1890,21.0,14,0.67,46,32,69.6,15,4,2,10,47.6,0,0,0,0,,Matches
Squad Total,,,26.5,21,21,1890,21.0,14,0.67,46,32,69.6,15,4,2,10,47.6,0,0,0,0,,
Opponent Total,,,26.8,21,21,1890,21.0,40,1.9,103,66,64.1,2,4,15,2,9.5,3,3,0,0,0.0,
