Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches
Senne Lammens,be BEL,GK,23-191,15,15,1350,15.0,21,1.4,53,33,62.3,6,7,2,2,13.3,1,1,0,0,0.0,Matches
Altay Bayındır,tr TUR,GK,27-275,6,6,540,6.0,11,1.83,24,13,54.2,2,1,3,0,0.0,0,0,0,0,,Matches
Squad Total,,,26.3,21,21,1890,21.0,32,1.52,77,46,59.7,8,8,5,2,9.5,1,1,0,0,0.0,
Opponent Total,,,26.6,21,21,1888,21.0,36,1.72,113,78,69.9,5,8,8,3,14.3,4,2,1,1,33.3,
