Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches
Caoimhín Kelleher,ie IRL,GK,27-052,21,21,1890,21.0,28,1.33,85,56,69.4,10,3,8,5,23.8,5,2,3,0,60.0,Matches
Squad Total,,,25.7,21,21,1890,21.0,28,1.33,85,56,69.4,10,3,8,5,23.8,5,2,3,0,60.0,
Opponent Total,,,26.7,21,21,1890,21.0,35,1.67,87,51,65.5,8,3,10,5,23.8,7,5,2,0,28.6,
