Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches
Nick Pope,eng ENG,GK,33-270,15,15,1336,14.8,17,1.15,61,45,73.8,7,3,5,6,40.0,1,1,0,0,0.0,Matches
Aaron Ramsdale,eng ENG,GK,27-245,7,6,554,6.2,10,1.62,19,10,57.9,2,2,2,0,0.0,2,2,0,0,0.0,Matches
Squad Total,,,27.4,21,21,1890,21.0,27,1.29,80,55,70.0,9,5,7,6,28.6,3,3,0,0,0.0,
Opponent Total,,,26.7,21,21,1890,21.0,32,1.52,96,64,70.8,7,5,9,5,23.8,4,4,0,0,0.0,
