Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches
Martin Dúbravka,sk SVK,GK,36-364,21,21,1890,21.0,41,1.95,113,75,68.1,3,4,14,3,14.3,5,5,0,0,0.0,Matches
Squad Total,,,27.8,21,21,1890,21.0,41,1.95,113,75,68.1,3,4,14,3,14.3,5,5,0,0,0.0,
Opponent Total,,,26.6,21,21,1890,21.0,22,1.05,60,39,66.7,14,4,3,7,33.3,2,2,0,0,0.0,
